Region,Armenia,Australia,Austria,Azerbaijan,Belgium,Botswana,Brazil,Bulgaria,Canada,Chile,Croatia,Cyprus,Czech Republic,Denmark,Egypt,Estonia,Finland,France,Germany,Greece,Hong Kong,Hungary,Iceland,Ireland,Israel,Italy,Japan,Jordan,Latvia,Lithuania,Luxembourg,Macau,Malaysia,Malta,Mexico,Netherlands,New Zealand,Norway,Paraguay,Peru,Philippines,Poland,Portugal,Romania,Serbia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sweden,Switzerland,Taiwan,Thailand,Turkey,United Kingdom,United States
2021-09-30,3959.784723,415392.7818,120718.6113,22381.97386,144501.0039,4615.020324,614760.8403,19326.67951,508694.0663,73631.11705,20586.89498,8531.786797,64275.13201,103828.2422,116698.5157,8499.96029,74634.68924,760085.8931,1080782.943,66802.21531,80851.25394,45647.31327,5773.530201,137356.4319,101253.844,560135.7018,1240743.708,11135.55806,9859.903625,16888.15845,20402.74221,6438.113751,101822.904,4943.663843,355111.6076,257318.2441,59758.39604,137086.4257,11314.83102,61406.74044,93419.77707,176741.7864,65045.17123,70033.91272,15130.51298,96891.51667,32229.47801,15725.30581,98310.15615,467758.5596,379098.2531,158105.722,208228.8948,168320.7961,107658.3448,350687.0132,832866.567,5214911.439
2021-12-31,4589.750474,448505.8583,126181.5856,24062.70773,157648.529,4484.498626,609509.7947,19771.45448,529180.1563,81517.07441,17961.76222,8562.871404,65447.43968,112926.4787,116925.3633,8883.466992,79649.85415,803915.9286,1102222.524,61736.46841,83413.54843,48651.76597,5591.216425,132714.5379,111683.0811,577358.6942,1301161.997,10917.64677,10109.44112,16287.19238,21729.82367,6992.715615,112073.062,4810.308195,366629.8462,267911.0392,66509.11255,148229.2561,12352.47148,64032.77616,109842.9882,201196.9373,66325.7409,77532.24357,15685.00238,100446.8069,31952.34168,16401.8491,100375.2176,495675.0407,398076.5461,186132.3002,213011.2724,178151.1856,120877.4358,365093.4045,873402.1868,5391839.25
2022-03-31,2949.517066,418731.5241,120512.0057,15228.7787,148357.1399,4754.247307,606308.9363,14906.54369,492326.8024,75287.99676,16401.11083,8422.45473,60620.0595,103304.5691,109200.9138,8060.382728,72200.87842,770040.456,1088861.629,57956.03848,75351.65509,41964.77587,5506.616184,133097.6542,104585.9452,555822.1321,1274255.771,9944.689739,8446.273972,14972.11822,20738.07844,6470.975801,109074.9957,4535.153449,358950.2659,260626.3894,63450.26633,142095.4011,12234.20716,58084.66608,97315.35626,177890.0341,65003.34118,52382.71507,14190.68572,99330.42323,28384.05736,14981.45985,98134.09519,457448.4243,379878.7021,168145.022,207365.1953,168219.4584,122241.1824,304931.1496,858234.7949,5146258.685
2022-06-30,3509.809186,442734.9736,125573.7289,18018.27836,153941.6628,4673.269914,621743.741,16770.78113,507427.6888,76072.70973,19029.6283,8734.2387,65546.53703,106485.566,113342.3355,8380.402385,76829.55834,782081.152,1071357.807,62444.02307,74559.9312,46961.45831,5788.41272,137900.1749,106253.2229,586023.5612,1245105.355,10594.61755,9616.901033,15474.78518,21047.56806,4775.841723,111085.9785,4820.539183,372181.679,280633.0685,64071.2768,138226.425,11448.43398,61566.22128,105328.8686,178190.902,67503.50103,61860.45442,15010.75853,100072.9688,30794.2813,15987.10542,100083.407,482541.1132,403094.7403,177546.0788,212257.8489,168091.2895,114141.3273,328919.0956,838832.9906,5288009.203
2022-09-30,4537.495251,440041.7954,124027.2925,23251.99175,147456.2836,4844.045159,641329.6557,19962.5143,532827.8546,74024.50336,22047.9879,9131.23737,65592.53176,104366.2947,121782.2272,8482.206391,75220.94518,770104.7312,1095179.574,69268.25211,76925.05893,47481.92444,6240.623607,150024.2332,108812.3424,583838.382,1260862.787,11430.12488,9893.267264,17214.34569,20817.71971,4550.955761,116446.2858,5092.005004,371632.9428,266882.973,63714.56543,140412.1178,11655.19882,62618.64041,100614.547,186262.7713,68657.35828,72184.99498,15320.51472,100937.0386,32284.53577,15910.18722,102498.8696,483703.5748,401912.804,161868.8341,211389.5421,175027.932,112404.4461,365225.8373,866639.4204,5345955.364
2022-12-31,5170.36407,459038.2407,129343.3287,24848.52206,159780.2062,4733.352701,625929.4767,20527.04367,540881.3065,79608.57634,18553.25379,8921.416271,65934.08291,110002.3024,121543.7464,8635.024766,78848.15896,807012.3739,1098183.182,64043.52627,79828.73795,48591.80185,6055.994534,144356.7162,114838.5767,593515.7166,1308863.101,11166.46144,10238.78602,16339.34571,21222.8897,5815.816065,120312.2373,5026.050611,382756.4763,278163.8531,67959.98523,149956.6172,12573.11336,65190.15249,117674.0552,203690.4861,68588.77331,80852.09337,15812.70215,102901.1049,31919.08532,16414.56504,101110.8559,501263.6275,415037.4647,184346.2639,215993.8988,176932.4407,122428.1911,377279.9102,887240.5195,5465990.897
2023-03-31,3297.885224,428854.2357,123943.3724,15322.73755,150808.3068,5004.032377,631902.3729,15239.2906,504373.3282,75505.6687,16869.57184,8693.239175,60964.834,104916.5528,113406.3182,7651.368842,72407.17783,780665.5911,1094972.429,59175.37999,77487.08245,41429.31152,6043.420545,132886.0177,109598.5498,578921.959,1307026.862,10245.64172,8503.512326,14692.95208,20475.34844,8558.373216,115086.5186,4871.461324,371853.1835,265514.9255,64678.42543,146620.0337,12797.21977,57871.54084,103571.0854,176788.0931,66868.03751,53194.82116,14317.24573,99873.95098,28374.69631,15226.43926,98618.38817,462541.1007,397183.4687,171091.2984,210936.6401,162352.1359,125432.9533,318759.1611,859572.0496,5273436.125
2023-06-30,3837.855868,450500.9695,123505.0499,18177.44363,155938.4734,4826.548207,643306.2355,17098.50382,517548.9668,75773.23273,19755.93103,8940.978136,65387.22915,107851.7645,116588.0003,8176.344907,76141.45839,788558.2784,1066593.458,64327.84146,75746.09778,45758.78105,6160.511403,132512.6692,110655.2114,589245.0013,1269545.377,10881.20235,9558.575958,15704.30344,20966.66126,9594.185031,114180.3089,5152.094024,385373.3428,279681.5851,65377.98634,138575.8437,12095.12824,61247.47504,109863.8377,176031.5118,69179.96217,63734.9872,15250.36773,100613.357,31278.22293,16341.06905,101915.4167,487257.7886,412204.3951,175475.3168,212909.919,170456.4269,116140.5592,344131.0266,853374.7822,5444210.345
2023-09-30,4874.251136,449880.5476,121249.7945,23648.10789,149362.7468,4868.96128,653897.9673,20286.94968,536873.1777,74446.41764,22365.53337,9347.623752,65172.54576,106577.5265,125011.6054,8247.697605,73535.29616,773976.8638,1087100.888,70567.45671,80185.73425,47430.59963,6429.918829,137449.769,113126.6734,587219.5402,1277755.264,11738.09328,9838.489933,17414.84554,20413.19871,10029.16903,120078.367,5546.353202,384226.3206,265039.1838,63327.35801,137645.47,12087.38673,62043.10551,106655.2262,187791.8597,70032.31718,74296.37101,15872.3895,101937.488,32867.63062,16208.12432,101537.0462,490466.1095,408945.9875,160436.0932,211873.3858,178787.4368,114004.1052,389002.9013,864175.2656,5519190.248
2023-12-31,5504.216888,465757.8755,125988.5706,25113.71193,161745.5917,4824.94536,638780.8911,20903.79361,547892.4324,79935.73455,19368.18561,9146.779673,65948.71196,115396.7047,124325.8279,8467.374019,77487.62737,815342.79,1093418.833,64744.62854,83294.44049,48630.75378,6146.149859,131265.6418,109206.6871,595969.9845,1320206.158,11426.25263,10186.73344,16407.54367,21052.91313,10838.67086,123819.3865,5364.009449,391604.921,276858.4642,68155.89925,150586.6471,13189.80038,64932.70222,124186.9858,206620.381,70487.42259,82480.21184,16419.79365,105151.7141,32562.16479,16854.81331,102563.0803,511720.5606,424398.3472,182753.9344,217074.3741,185480.5395,124530.5713,394810.7733,885557.6821,5622873.735
2024-03-31,3518.51839,434379.6139,121844.2512,15937.57758,152712.1512,4738.324408,647422.0245,15522.48513,508730.375,77359.27071,17528.01021,9008.774736,60923.05442,106848.8935,115921.4175,7482.819163,71324.75875,791191.2299,1086479.455,60104.60882,79680.8083,41892.98821,5834.209278,126693.208,109081.6455,582416.6944,1295739.309,10453.77101,8510.834436,15123.07101,20438.69357,10754.2154,119954.9438,5242.804879,377601.8189,263967.0244,65472.24686,145315.2554,13350.34639,58657.99,109534.398,179349.2871,67721.75063,54412.51752,14969.81085,102907.9201,29313.38788,15538.87537,99157.61544,477656.7558,408428.1616,171768.8831,212113.4181,173121.3643,127485.1937,335687.7478,866423.602,5436657.684
2024-06-30,4081.713578,455008.0867,122346.0689,19007.41348,157839.6991,4804.11794,664761.6686,17486.20363,520647.6064,77011.22099,20410.195,9269.778249,65994.95464,112558.6368,119416.6145,8091.395869,75266.64442,792898.5644,1070322.084,66041.89105,78219.52531,46444.36806,6143.468935,127150.1258,108215.5263,596141.6649,1256916.491,11141.01995,9606.231295,15969.23693,21058.32569,10252.95959,120916.9806,5377.147866,393420.1939,281873.478,65437.13019,144459.1988,12678.10835,63430.49769,116774.3902,183735.4938,70346.04249,64296.4741,15862.83798,103577.7197,31893.58877,16459.98588,102265.8211,498428.088,426390.9434,177302.2505,216840.3376,179081.7881,118794.4318,352704.2353,855116.3551,5608975.605
