unit,time,yyyymm,y,treat
C10,7,201009,-0.516512414514204,0
C10,8,201010,-1.59353615580256,0
C10,9,201011,1.27912240521951,0
C10,10,201012,0.235360639458298,0
C10,11,201101,0.0339048236664041,0
C10,12,201102,0.0544226903823715,0
C10,13,201103,0.625816683697714,0
C10,14,201104,-0.554480728732209,0
C10,15,201105,1.03928131260215,0
C10,16,201106,-1.21748617557189,0
C10,17,201107,0.763414116481935,0
C10,18,201108,-0.25706745376827,0
C10,19,201109,0.405142505986414,0
C10,20,201110,-1.09194844350057,0
C10,21,201111,1.64802303737539,0
C10,22,201112,0.145825594751334,0
C10,23,201201,-0.698945373846256,0
C10,24,201202,0.421106964396247,0
C10,25,201203,-0.342536548857924,0
C10,26,201204,-0.0335617513377535,0
C10,27,201205,0.418977888911725,0
C10,28,201206,-0.106605393470066,0
C10,29,201207,0.0686840282023908,0
C10,30,201208,-0.0420328927497193,0
