"INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag.Codes","ID","pass_km_travelled","deathrate_mln","COUNTRYNAME"
"ROADACCID","DEATH","NBR","A",2015,708,"",3,1.0231e+10,0.0692014465839116,"BGR"
"ROADACCID","DEATH","NBR","A",1970,1166,"E",13,3.294e+09,0.35397692774742,"HRV"
"ROADACCID","DEATH","NBR","A",1971,1289,"",13,3.835e+09,0.336114732724902,"HRV"
"ROADACCID","DEATH","NBR","A",1972,1444,"",13,4.29e+09,0.336596736596737,"HRV"
"ROADACCID","DEATH","NBR","A",1973,1303,"",13,4.824e+09,0.270107794361526,"HRV"
"ROADACCID","DEATH","NBR","A",1974,1336,"",13,5.276e+09,0.253222137983321,"HRV"
"ROADACCID","DEATH","NBR","A",1975,1169,"",13,6.066e+09,0.192713484998351,"HRV"
"ROADACCID","DEATH","NBR","A",1976,1111,"",13,6.084e+09,0.182610124917817,"HRV"
"ROADACCID","DEATH","NBR","A",1977,1412,"",13,6.598e+09,0.214004243710215,"HRV"
"ROADACCID","DEATH","NBR","A",1978,1533,"",13,6.683e+09,0.229387999401466,"HRV"
"ROADACCID","DEATH","NBR","A",1979,1605,"",13,6.705e+09,0.239373601789709,"HRV"
"ROADACCID","DEATH","NBR","A",1980,1603,"",13,7.077e+09,0.22650840751731,"HRV"
"ROADACCID","DEATH","NBR","A",1981,1459,"",13,7.2e+09,0.202638888888889,"HRV"
"ROADACCID","DEATH","NBR","A",1982,1400,"",13,7.341e+09,0.190709712573219,"HRV"
"ROADACCID","DEATH","NBR","A",1983,1322,"",13,7.638e+09,0.173081958627913,"HRV"
"ROADACCID","DEATH","NBR","A",1984,1294,"",13,8.331e+09,0.155323490577362,"HRV"
"ROADACCID","DEATH","NBR","A",1985,1125,"",13,8.409e+09,0.133785230110596,"HRV"
"ROADACCID","DEATH","NBR","A",1986,1256,"",13,8.276e+09,0.151764137264379,"HRV"
"ROADACCID","DEATH","NBR","A",1987,1311,"",13,8.261e+09,0.158697494250091,"HRV"
"ROADACCID","DEATH","NBR","A",1988,1312,"",13,7.503e+09,0.174863387978142,"HRV"
"ROADACCID","DEATH","NBR","A",1989,1321,"",13,7.398e+09,0.178561773452284,"HRV"
"ROADACCID","DEATH","NBR","A",1990,1360,"",13,7.004e+09,0.194174757281553,"HRV"
"ROADACCID","DEATH","NBR","A",1991,1020,"",13,4.46e+09,0.228699551569507,"HRV"
"ROADACCID","DEATH","NBR","A",1992,975,"",13,3.731e+09,0.261324041811847,"HRV"
"ROADACCID","DEATH","NBR","A",1993,855,"",13,3.361e+09,0.25438857482892,"HRV"
"ROADACCID","DEATH","NBR","A",1994,804,"",13,4.041e+09,0.198960653303638,"HRV"
"ROADACCID","DEATH","NBR","A",1995,800,"",13,4.052e+09,0.197433366238894,"HRV"
"ROADACCID","DEATH","NBR","A",1996,721,"",13,4.266e+09,0.169010782934834,"HRV"
"ROADACCID","DEATH","NBR","A",1997,714,"",13,4.459e+09,0.160125588697017,"HRV"
"ROADACCID","DEATH","NBR","A",1998,646,"",13,3.964e+09,0.162966700302725,"HRV"
"ROADACCID","DEATH","NBR","A",1999,662,"",13,3.355e+09,0.197317436661699,"HRV"
"ROADACCID","DEATH","NBR","A",2000,655,"",13,3.331e+09,0.196637646352447,"HRV"
"ROADACCID","DEATH","NBR","A",2001,647,"",13,3.478e+09,0.186026451983899,"HRV"
"ROADACCID","DEATH","NBR","A",2002,627,"",13,3.557e+09,0.176272139443351,"HRV"
"ROADACCID","DEATH","NBR","A",2003,701,"",13,3.717e+09,0.188592951304816,"HRV"
"ROADACCID","DEATH","NBR","A",2004,608,"",13,3.39e+09,0.179351032448378,"HRV"
"ROADACCID","DEATH","NBR","A",2005,597,"",13,3.403e+09,0.175433441081399,"HRV"
"ROADACCID","DEATH","NBR","A",2006,614,"",13,3.537e+09,0.173593440769013,"HRV"
"ROADACCID","DEATH","NBR","A",2007,619,"",13,3.808e+09,0.162552521008403,"HRV"
"ROADACCID","DEATH","NBR","A",2008,664,"",13,4.093e+09,0.162228194478378,"HRV"
"ROADACCID","DEATH","NBR","A",2009,548,"",13,3.438e+09,0.159394997091332,"HRV"
"ROADACCID","DEATH","NBR","A",2010,426,"",13,3.284e+09,0.129719853836784,"HRV"
"ROADACCID","DEATH","NBR","A",2011,418,"",13,3.145e+09,0.132909379968203,"HRV"
"ROADACCID","DEATH","NBR","A",2012,393,"",13,3.249e+09,0.120960295475531,"HRV"
"ROADACCID","DEATH","NBR","A",2013,368,"",13,3.507e+09,0.104932991160536,"HRV"
"ROADACCID","DEATH","NBR","A",2014,308,"",13,3.648e+09,0.0844298245614035,"HRV"
"ROADACCID","DEATH","NBR","A",2015,348,"",13,3.377e+09,0.103050044418123,"HRV"
"ROADACCID","DEATH","NBR","A",1970,16445,"",10,3.302e+11,0.0498031496062992,"FRA"
"ROADACCID","DEATH","NBR","A",1971,17671,"",10,3.461e+11,0.0510574978329962,"FRA"
"ROADACCID","DEATH","NBR","A",1972,18113,"",10,3.644e+11,0.0497063666300768,"FRA"
"ROADACCID","DEATH","NBR","A",1973,17043,"",10,4.087e+11,0.041700513824321,"FRA"
"ROADACCID","DEATH","NBR","A",1974,14738,"",10,3.895e+11,0.0378382541720154,"FRA"
"ROADACCID","DEATH","NBR","A",1975,14355,"",10,4.039e+11,0.0355409754889824,"FRA"
"ROADACCID","DEATH","NBR","A",1976,15028,"",10,4.144e+11,0.0362644787644788,"FRA"
"ROADACCID","DEATH","NBR","A",1977,14283,"",10,4.307e+11,0.0331622939400975,"FRA"
"ROADACCID","DEATH","NBR","A",1978,13229,"",10,4.496e+11,0.0294239323843416,"FRA"
"ROADACCID","DEATH","NBR","A",1979,13603,"",10,4.625e+11,0.0294118918918919,"FRA"
"ROADACCID","DEATH","NBR","A",1980,13672,"",10,4.81541e+11,0.0283921825971205,"FRA"
"ROADACCID","DEATH","NBR","A",1981,13547,"",10,4.97232e+11,0.0272448273642887,"FRA"
"ROADACCID","DEATH","NBR","A",1982,13527,"",10,5.01833e+11,0.026955182301682,"FRA"
"ROADACCID","DEATH","NBR","A",1983,13021,"",10,5.14581e+11,0.0253040823504949,"FRA"
"ROADACCID","DEATH","NBR","A",1984,12737,"",10,5.2378e+11,0.0243174615296499,"FRA"
"ROADACCID","DEATH","NBR","A",1985,11388,"",10,5.26563e+11,0.0216270417784767,"FRA"
"ROADACCID","DEATH","NBR","A",1986,11947,"",10,5.54527e+11,0.021544487464091,"FRA"
"ROADACCID","DEATH","NBR","A",1987,10742,"",10,5.74923e+11,0.0186842411940382,"FRA"
"ROADACCID","DEATH","NBR","A",1988,11497,"",10,5.97815e+11,0.0192317021152029,"FRA"
"ROADACCID","DEATH","NBR","A",1989,11476,"",10,6.10582e+11,0.0187951823014763,"FRA"
"ROADACCID","DEATH","NBR","A",1990,11215,"",10,6.4515e+11,0.0173835542121987,"FRA"
"ROADACCID","DEATH","NBR","A",1991,10483,"",10,6.52719e+11,0.0160605099591095,"FRA"
"ROADACCID","DEATH","NBR","A",1992,9900,"",10,6.67341e+11,0.0148349944031612,"FRA"
"ROADACCID","DEATH","NBR","A",1993,9568,"",10,6.73306e+11,0.0142104778510811,"FRA"
"ROADACCID","DEATH","NBR","A",1994,9019,"",10,6.82937e+11,0.0132061961791498,"FRA"
"ROADACCID","DEATH","NBR","A",1995,8891,"",10,6.94221e+11,0.0128071608320693,"FRA"
"ROADACCID","DEATH","NBR","A",1996,8541,"",10,6.97747e+11,0.0122408265460117,"FRA"
"ROADACCID","DEATH","NBR","A",1997,8444,"",10,7.09532e+11,0.0119008022189274,"FRA"
"ROADACCID","DEATH","NBR","A",1998,8918,"",10,7.29859e+11,0.0122187984254493,"FRA"
"ROADACCID","DEATH","NBR","A",1999,8487,"",10,7.46485e+11,0.0113692840445555,"FRA"
"ROADACCID","DEATH","NBR","A",2000,8079,"",10,7.47054e+11,0.0108144792745906,"FRA"
"ROADACCID","DEATH","NBR","A",2001,8160,"",10,7.70918e+11,0.0105847833362303,"FRA"
"ROADACCID","DEATH","NBR","A",2002,7655,"",10,7.77226e+11,0.00984913011144764,"FRA"
"ROADACCID","DEATH","NBR","A",2003,6058,"",10,7.79163e+11,0.00777500985031373,"FRA"
"ROADACCID","DEATH","NBR","A",2004,5593,"",10,7.77323e+11,0.00719520714040367,"FRA"
"ROADACCID","DEATH","NBR","A",2005,5318,"",10,7.6729e+11,0.00693088662695982,"FRA"
"ROADACCID","DEATH","NBR","A",2006,4709,"",10,7.65879e+11,0.00614849081904583,"FRA"
"ROADACCID","DEATH","NBR","A",2007,4620,"",10,7.71178e+11,0.00599083480078529,"FRA"
"ROADACCID","DEATH","NBR","A",2008,4275,"",10,7.5661e+11,0.00565020287862968,"FRA"
"ROADACCID","DEATH","NBR","A",2009,4273,"",10,7.57177e+11,0.00564333042340166,"FRA"
"ROADACCID","DEATH","NBR","A",2010,3992,"",10,7.63941e+11,0.00522553443263289,"FRA"
"ROADACCID","DEATH","NBR","A",2011,3963,"",10,7.64529e+11,0.00518358361814921,"FRA"
"ROADACCID","DEATH","NBR","A",2012,3653,"",10,7.65982e+11,0.00476904157016745,"FRA"
"ROADACCID","DEATH","NBR","A",2013,3268,"",10,7.68929e+11,0.00425006730140234,"FRA"
"ROADACCID","DEATH","NBR","A",2014,3384,"",10,7.78212e+11,0.00434842947680067,"FRA"
"ROADACCID","DEATH","NBR","A",2015,3461,"",10,7.95117e+11,0.00435281851601714,"FRA"
"ROADACCID","DEATH","NBR","A",1970,1307,"",25,6.12e+10,0.0213562091503268,"SWE"
"ROADACCID","DEATH","NBR","A",1971,1213,"",25,6.44e+10,0.0188354037267081,"SWE"
"ROADACCID","DEATH","NBR","A",1972,1194,"",25,6.79e+10,0.0175846833578792,"SWE"
"ROADACCID","DEATH","NBR","A",1973,1177,"",25,7.51e+10,0.0156724367509987,"SWE"
"ROADACCID","DEATH","NBR","A",1974,1197,"",25,7.14e+10,0.0167647058823529,"SWE"
"ROADACCID","DEATH","NBR","A",1975,1172,"",25,7.22e+10,0.0162326869806094,"SWE"
"ROADACCID","DEATH","NBR","A",1976,1168,"",25,7.7e+10,0.0151688311688312,"SWE"
"ROADACCID","DEATH","NBR","A",1977,1031,"",25,8.03e+10,0.0128393524283935,"SWE"
"ROADACCID","DEATH","NBR","A",1978,1034,"",25,8.22e+10,0.0125790754257908,"SWE"
"ROADACCID","DEATH","NBR","A",1979,926,"",25,8.37e+10,0.011063321385902,"SWE"
"ROADACCID","DEATH","NBR","A",1980,848,"",25,8.41e+10,0.0100832342449465,"SWE"
"ROADACCID","DEATH","NBR","A",1981,784,"",25,8.36e+10,0.00937799043062201,"SWE"
"ROADACCID","DEATH","NBR","A",1982,758,"",25,8.45e+10,0.00897041420118343,"SWE"
"ROADACCID","DEATH","NBR","A",1983,779,"",25,8.57e+10,0.00908984830805134,"SWE"
"ROADACCID","DEATH","NBR","A",1984,801,"",25,8.63e+10,0.00928157589803013,"SWE"
"ROADACCID","DEATH","NBR","A",1985,808,"",25,8.89e+10,0.0090888638920135,"SWE"
"ROADACCID","DEATH","NBR","A",1986,844,"",25,8.96e+10,0.00941964285714286,"SWE"
"ROADACCID","DEATH","NBR","A",1987,787,"",25,9.47e+10,0.00831045406546991,"SWE"
"ROADACCID","DEATH","NBR","A",1988,813,"",25,9.96e+10,0.00816265060240964,"SWE"
"ROADACCID","DEATH","NBR","A",1989,904,"",25,1.046e+11,0.00864244741873805,"SWE"
"ROADACCID","DEATH","NBR","A",1990,772,"",25,1.046e+11,0.00738049713193117,"SWE"
"ROADACCID","DEATH","NBR","A",1991,745,"",25,1.052e+11,0.00708174904942966,"SWE"
"ROADACCID","DEATH","NBR","A",1992,759,"",25,1.063e+11,0.00714016933207902,"SWE"
"ROADACCID","DEATH","NBR","A",1993,632,"",25,1.04e+11,0.00607692307692308,"SWE"
"ROADACCID","DEATH","NBR","A",1994,589,"",25,1.052e+11,0.00559885931558935,"SWE"
"ROADACCID","DEATH","NBR","A",1995,572,"",25,1.064e+11,0.00537593984962406,"SWE"
"ROADACCID","DEATH","NBR","A",1996,537,"",25,1.069e+11,0.00502338634237605,"SWE"
"ROADACCID","DEATH","NBR","A",1997,541,"",25,1.07497e+11,0.00503269858693731,"SWE"
"ROADACCID","DEATH","NBR","A",1998,531,"",25,1.08152e+11,0.00490975663880465,"SWE"
"ROADACCID","DEATH","NBR","A",1999,580,"",25,1.10336e+11,0.00525667053364269,"SWE"
"ROADACCID","DEATH","NBR","A",2000,591,"",25,1.13273e+11,0.00521748342499978,"SWE"
"ROADACCID","DEATH","NBR","A",2001,583,"",25,1.14464e+11,0.0050933044450657,"SWE"
"ROADACCID","DEATH","NBR","A",2002,560,"",25,1.16344e+11,0.00481331224644159,"SWE"
"ROADACCID","DEATH","NBR","A",2003,529,"",25,1.17084e+11,0.0045181237402207,"SWE"
"ROADACCID","DEATH","NBR","A",2004,480,"",25,1.18077e+11,0.00406514393150233,"SWE"
"ROADACCID","DEATH","NBR","A",2005,440,"",25,1.1771e+11,0.0037380001699091,"SWE"
"ROADACCID","DEATH","NBR","A",2006,445,"",25,1.17951e+11,0.00377275309238582,"SWE"
"ROADACCID","DEATH","NBR","A",2007,471,"",25,1.20171e+11,0.00391941483386175,"SWE"
"ROADACCID","DEATH","NBR","A",2008,397,"",25,1.1916e+11,0.00333165491775764,"SWE"
"ROADACCID","DEATH","NBR","A",2009,358,"",25,1.1866e+11,0.00301702342828249,"SWE"
"ROADACCID","DEATH","NBR","A",2010,266,"B",25,1.17935e+11,0.00225547971340145,"SWE"
"ROADACCID","DEATH","NBR","A",2011,319,"",25,1.19294e+11,0.00267406575351652,"SWE"
"ROADACCID","DEATH","NBR","A",2012,285,"",25,1.18479e+11,0.00240548958043198,"SWE"
"ROADACCID","DEATH","NBR","A",2013,260,"",25,1.18568e+11,0.00219283449159976,"SWE"
"ROADACCID","DEATH","NBR","A",2014,270,"",25,1.20664e+11,0.00223761851090632,"SWE"
"ROADACCID","DEATH","NBR","A",2015,259,"",25,1.22392e+11,0.0021161513824433,"SWE"
"ROADACCID","DEATH","NBR","A",1970,1208,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1971,1213,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1972,1116,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1973,1132,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1974,766,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1975,827,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1976,857,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1977,828,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1978,849,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1979,730,"",6,NA,NA,"DNK"
"ROADACCID","DEATH","NBR","A",1980,690,"",6,4.6934e+10,0.0147014957173904,"DNK"
"ROADACCID","DEATH","NBR","A",1981,622,"",6,4.5887e+10,0.0135550373744198,"DNK"
"ROADACCID","DEATH","NBR","A",1982,658,"",6,4.6415e+10,0.0141764515781536,"DNK"
"ROADACCID","DEATH","NBR","A",1983,669,"",6,4.7729e+10,0.0140166355884263,"DNK"
"ROADACCID","DEATH","NBR","A",1984,665,"",6,4.9972e+10,0.013307452173217,"DNK"
"ROADACCID","DEATH","NBR","A",1985,772,"",6,5.1773e+10,0.0149112471751685,"DNK"
"ROADACCID","DEATH","NBR","A",1986,723,"",6,5.3859e+10,0.0134239402885312,"DNK"
"ROADACCID","DEATH","NBR","A",1987,698,"",6,5.596e+10,0.0124731951393853,"DNK"
"ROADACCID","DEATH","NBR","A",1988,713,"",6,5.7751e+10,0.0123461065609254,"DNK"
"ROADACCID","DEATH","NBR","A",1989,670,"",6,5.8607e+10,0.0114320814919719,"DNK"
"ROADACCID","DEATH","NBR","A",1990,634,"",6,5.9003e+10,0.0107452163449316,"DNK"
"ROADACCID","DEATH","NBR","A",1991,606,"",6,5.9621e+10,0.0101642038878919,"DNK"
"ROADACCID","DEATH","NBR","A",1992,577,"",6,5.9949e+10,0.00962484778728586,"DNK"
"ROADACCID","DEATH","NBR","A",1993,559,"",6,5.9728e+10,0.00935909456201446,"DNK"
"ROADACCID","DEATH","NBR","A",1994,546,"",6,6.0111e+10,0.00908319608723861,"DNK"
"ROADACCID","DEATH","NBR","A",1995,582,"",6,6.1292e+10,0.00949552959603211,"DNK"
"ROADACCID","DEATH","NBR","A",1996,514,"",6,6.2544e+10,0.00821821437707854,"DNK"
"ROADACCID","DEATH","NBR","A",1997,489,"",6,6.3378e+10,0.00771561109533276,"DNK"
"ROADACCID","DEATH","NBR","A",1998,499,"",6,6.3942e+10,0.00780394732726533,"DNK"
"ROADACCID","DEATH","NBR","A",1999,514,"",6,6.501e+10,0.0079064759267805,"DNK"
"ROADACCID","DEATH","NBR","A",2000,498,"",6,6.4194e+10,0.00775773436769792,"DNK"
"ROADACCID","DEATH","NBR","A",2001,431,"",6,6.3386e+10,0.00679960874641088,"DNK"
"ROADACCID","DEATH","NBR","A",2002,463,"",6,6.3473e+10,0.00729444015565674,"DNK"
"ROADACCID","DEATH","NBR","A",2003,432,"",6,6.4016e+10,0.00674831292176956,"DNK"
"ROADACCID","DEATH","NBR","A",2004,369,"",6,6.5452e+10,0.00563771924463729,"DNK"
"ROADACCID","DEATH","NBR","A",2005,331,"",6,6.5517e+10,0.00505212387624586,"DNK"
"ROADACCID","DEATH","NBR","A",2006,306,"",6,6.6191e+10,0.00462298499796045,"DNK"
"ROADACCID","DEATH","NBR","A",2007,406,"",6,6.7815e+10,0.00598687605986876,"DNK"
"ROADACCID","DEATH","NBR","A",2008,406,"",6,6.7791e+10,0.00598899558938502,"DNK"
"ROADACCID","DEATH","NBR","A",2009,303,"",6,6.7236e+10,0.00450651436730323,"DNK"
"ROADACCID","DEATH","NBR","A",2010,255,"",6,6.6612e+10,0.00382813907404071,"DNK"
"ROADACCID","DEATH","NBR","A",2011,220,"",6,6.6612e+10,0.00330270822074101,"DNK"
"ROADACCID","DEATH","NBR","A",2012,167,"",6,6.7039e+10,0.00249108727755486,"DNK"
"ROADACCID","DEATH","NBR","A",2013,191,"",6,6.7551e+10,0.00282749330135749,"DNK"
"ROADACCID","DEATH","NBR","A",2014,182,"",6,67026550520,0.00271534188449237,"DNK"
"ROADACCID","DEATH","NBR","A",2015,178,"",6,67544075460,0.00263531625516753,"DNK"
"ROADACCID","DEATH","NBR","A",1970,540,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1971,576,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1972,640,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1973,592,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1974,594,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1975,586,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1976,525,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1977,583,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1978,628,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1979,614,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1980,564,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1981,572,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1982,533,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1983,535,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1984,465,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1985,410,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1986,387,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1987,462,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1988,463,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1989,460,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1990,478,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1991,445,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1992,415,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1993,431,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1994,404,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1995,437,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1996,453,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1997,472,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1998,458,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1999,413,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2000,415,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2001,411,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2002,376,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2003,335,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2004,374,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2005,396,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2006,365,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2007,338,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2008,279,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2009,238,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2010,212,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2011,186,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2012,163,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2013,188,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2014,192,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",2015,162,"",15,NA,NA,"IRL"
"ROADACCID","DEATH","NBR","A",1970,646,"",19,3.284e+09,0.196711327649208,"LVA"
"ROADACCID","DEATH","NBR","A",1971,637,"",19,3.33e+09,0.191291291291291,"LVA"
"ROADACCID","DEATH","NBR","A",1972,644,"",19,3.393e+09,0.189802534630121,"LVA"
"ROADACCID","DEATH","NBR","A",1973,590,"",19,3.404e+09,0.173325499412456,"LVA"
"ROADACCID","DEATH","NBR","A",1974,641,"",19,3.627e+09,0.176730079955886,"LVA"
"ROADACCID","DEATH","NBR","A",1975,669,"",19,3.733e+09,0.179212429681222,"LVA"
"ROADACCID","DEATH","NBR","A",1976,671,"",19,3.878e+09,0.173027333677153,"LVA"
"ROADACCID","DEATH","NBR","A",1977,659,"",19,4.102e+09,0.160653339834227,"LVA"
"ROADACCID","DEATH","NBR","A",1978,641,"",19,4.256e+09,0.150610902255639,"LVA"
"ROADACCID","DEATH","NBR","A",1979,662,"",19,4.458e+09,0.148497083894123,"LVA"
"ROADACCID","DEATH","NBR","A",1980,653,"",19,4.548e+09,0.143579595426561,"LVA"
"ROADACCID","DEATH","NBR","A",1981,645,"",19,4.662e+09,0.138352638352638,"LVA"
"ROADACCID","DEATH","NBR","A",1982,637,"",19,4.827e+09,0.131966024445826,"LVA"
"ROADACCID","DEATH","NBR","A",1983,656,"",19,5e+09,0.1312,"LVA"
"ROADACCID","DEATH","NBR","A",1984,586,"",19,5.133e+09,0.114163257354374,"LVA"
"ROADACCID","DEATH","NBR","A",1985,539,"",19,5.266e+09,0.102354728446639,"LVA"
"ROADACCID","DEATH","NBR","A",1986,471,"",19,5.437e+09,0.0866286555085525,"LVA"
"ROADACCID","DEATH","NBR","A",1987,512,"",19,5.707e+09,0.0897143858419485,"LVA"
"ROADACCID","DEATH","NBR","A",1988,577,"",19,5.821e+09,0.0991238618794022,"LVA"
"ROADACCID","DEATH","NBR","A",1989,802,"",19,5.877e+09,0.136464182405989,"LVA"
"ROADACCID","DEATH","NBR","A",1990,877,"",19,5.862e+09,0.149607642442852,"LVA"
"ROADACCID","DEATH","NBR","A",1991,923,"",19,5.331e+09,0.173138247983493,"LVA"
"ROADACCID","DEATH","NBR","A",1992,729,"",19,2.583e+09,0.282229965156794,"LVA"
"ROADACCID","DEATH","NBR","A",1993,670,"",19,1.722e+09,0.389082462253194,"LVA"
"ROADACCID","DEATH","NBR","A",1994,717,"",19,1.795e+09,0.399442896935933,"LVA"
"ROADACCID","DEATH","NBR","A",1995,611,"",19,1.835e+09,0.332970027247956,"LVA"
"ROADACCID","DEATH","NBR","A",1996,550,"",19,1.606e+09,0.342465753424658,"LVA"
"ROADACCID","DEATH","NBR","A",1997,525,"",19,1.72e+09,0.305232558139535,"LVA"
"ROADACCID","DEATH","NBR","A",1998,627,"",19,1.903e+09,0.329479768786127,"LVA"
"ROADACCID","DEATH","NBR","A",1999,604,"",19,2.368e+09,0.255067567567568,"LVA"
"ROADACCID","DEATH","NBR","A",2000,588,"",19,2.348e+09,0.250425894378194,"LVA"
"ROADACCID","DEATH","NBR","A",2001,517,"",19,2.305e+09,0.224295010845987,"LVA"
"ROADACCID","DEATH","NBR","A",2002,518,"",19,2.361e+09,0.219398559932232,"LVA"
"ROADACCID","DEATH","NBR","A",2003,493,"",19,2.55e+09,0.193333333333333,"LVA"
"ROADACCID","DEATH","NBR","A",2004,516,"",19,2.655e+09,0.194350282485876,"LVA"
"ROADACCID","DEATH","NBR","A",2005,442,"",19,2.891e+09,0.152888273953649,"LVA"
"ROADACCID","DEATH","NBR","A",2006,407,"",19,2.8e+09,0.145357142857143,"LVA"
"ROADACCID","DEATH","NBR","A",2007,419,"",19,2.644e+09,0.158472012102874,"LVA"
"ROADACCID","DEATH","NBR","A",2008,316,"",19,2.517e+09,0.12554628526023,"LVA"
"ROADACCID","DEATH","NBR","A",2009,254,"",19,2.143e+09,0.118525431637891,"LVA"
"ROADACCID","DEATH","NBR","A",2010,218,"",19,2.311e+09,0.0943314582431848,"LVA"
"ROADACCID","DEATH","NBR","A",2011,179,"",19,2.412e+09,0.074212271973466,"LVA"
"ROADACCID","DEATH","NBR","A",2012,177,"",19,2.358e+09,0.0750636132315522,"LVA"
"ROADACCID","DEATH","NBR","A",2013,179,"",19,2.325e+09,0.0769892473118279,"LVA"
"ROADACCID","DEATH","NBR","A",2014,212,"",19,2.345e+09,0.0904051172707889,"LVA"
"ROADACCID","DEATH","NBR","A",2015,188,"",19,2.232e+09,0.0842293906810036,"LVA"
"ROADACCID","DEATH","NBR","A",1970,19193,"",5,3.992e+11,0.0480786573146293,"DEU"
"ROADACCID","DEATH","NBR","A",1971,18753,"",5,4.225e+11,0.0443857988165681,"DEU"
"ROADACCID","DEATH","NBR","A",1972,18811,"",5,4.3e+11,0.043746511627907,"DEU"
"ROADACCID","DEATH","NBR","A",1973,16302,"",5,4.442e+11,0.0366996848266547,"DEU"
"ROADACCID","DEATH","NBR","A",1974,14614,"",5,4.391e+11,0.0332817125939422,"DEU"
"ROADACCID","DEATH","NBR","A",1975,14870,"",5,4.641e+11,0.0320405085110967,"DEU"
"ROADACCID","DEATH","NBR","A",1976,14820,"",5,4.763e+11,0.0311148435859752,"DEU"
"ROADACCID","DEATH","NBR","A",1977,14978,"",5,4.93e+11,0.0303813387423935,"DEU"
"ROADACCID","DEATH","NBR","A",1978,14662,"",5,5.113e+11,0.028675924115001,"DEU"
"ROADACCID","DEATH","NBR","A",1979,13222,"",5,5.292e+11,0.0249848828420257,"DEU"
"ROADACCID","DEATH","NBR","A",1980,13041,"",5,5.321e+11,0.0245085510242436,"DEU"
