state,year,treat,gas,fossil,renewables
AK,1990,0,3466261.0,1007689.0,1125556.0
AK,1991,0,3319395.0,1033939.0,1036494.0
AK,1992,0,3214330.0,1017745.0,1066349.0
AK,1993,0,3191814.0,1120545.0,1408918.0
AK,1994,0,3401175.0,1065510.0,1499831.0
AK,1995,0,3379573.0,1149494.0,1497049.0
AK,1996,0,3548718.0,1199412.0,1380762.0
AK,1997,0,3707734.0,1300591.0,1146522.0
AK,1998,0,3352895.0,1361080.0,1114870.0
AK,1999,0,3588075.0,1397625.0,816608.0
AK,2000,0,3975832.0,1178874.0,1001819.0
AK,2001,0,3895569.0,1501582.0,1346615.0
AK,2002,0,3778162.0,1537657.0,1451506.0
AK,2003,0,3354482.0,1395938.0,1588313.0
AK,2004,0,3623433.0,1396048.0,1507237.0
AK,2005,0,3723626.0,1383247.0,1469787.0
AK,2006,0,4057730.0,1385407.0,1231060.0
AK,2007,0,3867539.0,1651399.0,1302453.0
AK,2008,0,4002472.0,1595812.0,1176551.0
AK,2009,0,3577403.0,1787474.0,1337282.0
AK,2010,0,3750024.0,1557499.0,1452052.0
AK,2011,0,3909170.9299999997,1601383.57,1360478.29
AK,2012,0,3608695.0,1722721.0,1615002.0
AK,2013,0,3421005.42,1443272.8199999998,1632543.4
AK,2014,0,3288022.0,1003913.0,1750894.0
AK,2015,0,3089713.0,1414116.0,1781108.0
AK,2016,0,3040487.0,1425469.0,1869078.0
AK,2017,0,3234868.0,1436389.0,1826208.0
AK,2018,0,2947902.0,1437842.0,1861614.0
AK,2019,0,2686990.0,1584251.0,1799602.0
AK,2020,0,2640760.0,1707591.0,1928091.0
AK,2021,0,3085396.0,1655380.0,1855042.0
AK,2022,0,3229376.0,1574460.0,1890293.0
AK,2023,0,3182407.0,1615956.0,1919461.0
AL,1990,0,1290190.0,53796204.0,12513857.0
AL,1991,0,1515706.0,58390666.0,13005603.0
AL,1992,0,1724783.0,61355537.0,12756666.0
AL,1993,0,1599083.0,67529265.0,12385323.0
AL,1994,0,1576417.0,63549059.0,15159022.0
AL,1995,0,1880411.0,69249172.0,13307442.0
AL,1996,0,2191295.0,74406863.0,15167218.0
AL,1997,0,2393496.0,72340733.0,15235433.0
AL,1998,0,4019700.0,72393710.0,14786202.0
AL,1999,0,3636696.0,74071040.0,12057378.0
AL,2000,0,5258354.0,77883869.0,9894554.0
AL,2001,0,9801829.0,72632663.0,12553558.0
AL,2002,0,16016606.0,72353712.0,12693426.0
AL,2003,0,12413966.0,77033035.0,16363268.0
AL,2004,0,16158961.0,75126649.0,14433371.0
AL,2005,0,13976315.0,78461567.0,13816476.0
AL,2006,0,19538331.0,78288834.0,11157181.0
AL,2007,0,23410144.0,78150682.0,7940317.0
AL,2008,0,22566658.0,74808913.0,9501684.0
AL,2009,0,31751811.0,55827998.0,15959544.0
AL,2010,0,39511742.0,63250265.0,11447684.0
AL,2011,0,47972588.04,56927737.050000004,12082762.75
AL,2012,0,55882652.0,45716503.0,10438320.0
AL,2013,0,46854120.8,47124614.9,15778053.15
AL,2014,0,48450477.0,47399726.0,12246554.0
AL,2015,0,55880319.0,41494637.0,13151088.0
AL,2016,0,57827671.0,34304238.0,10351310.0
AL,2017,0,52992493.0,31476109.0,12843675.0
AL,2018,0,58805223.0,31843224.0,14946721.0
AL,2019,0,57200027.0,26674988.0,15147556.0
AL,2020,0,55230084.0,21742371.0,17024274.0
AL,2021,0,54447940.0,26922824.0,15326077.0
AL,2022,0,62217449.0,25984907.0,14272879.0
AL,2023,0,61848399.0,19206498.0,12801075.0
AR,1990,0,3578573.0,19287914.0,4951058.0
AR,1991,0,3324886.0,19712969.0,4951596.0
AR,1992,0,3426632.0,20146268.0,4847540.0
AR,1993,0,2703261.0,18164655.0,6109062.0
AR,1994,0,3125327.0,19951731.0,5031389.0
AR,1995,0,3909350.0,21623090.0,4782099.0
AR,1996,0,3793734.0,24502374.0,4380784.0
AR,1997,0,2999249.0,22884273.0,5101921.0
AR,1998,0,4507264.0,23345553.0,4715232.0
AR,1999,0,4542743.0,24828772.0,4262874.0
AR,2000,0,3862509.0,24389427.0,3972058.0
AR,2001,0,2706900.0,25643864.0,4060482.0
AR,2002,0,4602958.0,23258076.0,5191726.0
AR,2003,0,7300861.0,23793072.0,4617752.0
AR,2004,0,5068764.0,25892504.0,5516513.0
AR,2005,0,6005660.0,23245245.0,4854034.0
AR,2006,0,9282386.0,24343793.0,3309947.0
AR,2007,0,8364251.0,25838333.0,4907550.0
AR,2008,0,8461073.0,26178279.0,6243084.0
AR,2009,0,11221413.0,25163720.0,5902641.0
AR,2010,0,12469077.0,28197624.0,5310805.0
AR,2011,0,12946681.84,29474069.669999998,4692339.37
AR,2012,0,17117413.0,28463490.0,3931644.0
AR,2013,0,12139377.08,31930921.48,4306936.59
AR,2014,0,9613708.0,33250029.0,4250141.0
AR,2015,0,14866286.0,21800477.0,5054871.0
AR,2016,0,18171187.0,23842433.0,5010417.0
AR,2017,0,17314370.0,26334414.0,4435355.0
AR,2018,0,20623705.0,30031618.0,4623210.0
AR,2019,0,21772400.0,23360345.0,5735207.0
AR,2020,0,18307327.0,15465169.0,5805714.0
AR,2021,0,20629134.0,21474409.0,5440842.0
AR,2022,0,26037433.0,20425188.0,5118712.0
AR,2023,0,26487467.0,16888971.0,4846727.0
AZ,1990,0,2333900.0,32067477.0,7775231.0
AZ,1991,0,2226388.0,32675147.0,7205240.0
AZ,1992,0,2975365.0,34919003.0,7049653.0
AZ,1993,0,1936549.0,37357637.0,7125920.0
AZ,1994,0,2483535.0,38495300.0,7784767.0
AZ,1995,0,2192947.0,32034216.0,8569269.0
AZ,1996,0,2156382.0,31102351.0,9556498.0
AZ,1997,0,2483810.0,34544529.0,12482661.0
AZ,1998,0,3928204.0,36626643.0,11239180.0
AZ,1999,0,5034445.0,38355520.0,10087636.0
AZ,2000,0,8734799.0,41183452.0,8647755.0
AZ,2001,0,12872200.0,40375700.0,7939296.0
AZ,2002,0,17293015.0,38284077.0,7692663.0
AZ,2003,0,18932641.0,38140086.0,8742438.0
AZ,2004,0,28264943.0,39851072.0,8335520.0
AZ,2005,0,28893013.0,40186771.0,6591424.0
AZ,2006,0,32869047.0,40516226.0,6995023.0
AZ,2007,0,38469221.0,41324638.0,6764721.0
AZ,2008,0,38822429.0,43892157.0,7494089.0
AZ,2009,0,34739170.0,39769516.0,6800713.0
AZ,2010,0,29675942.0,43710241.0,7164839.0
AZ,2011,0,23252699.58,43755541.96,9839252.35
AZ,2012,0,30295010.0,40157577.0,8518490.0
AZ,2013,0,29684631.29,43535340.580000006,8674934.25
AZ,2014,0,27241879.0,42721873.0,9972519.0
AZ,2015,0,33657102.0,36215287.0,10744063.0
AZ,2016,0,34182808.0,30454987.0,11748178.0
AZ,2017,0,29590699.0,31452867.0,12468061.0
AZ,2018,0,37168075.0,30794569.0,12865242.0
AZ,2019,0,46084367.0,23281722.0,12265530.0
AZ,2020,0,50777570.0,13787658.0,13187395.0
AZ,2021,0,48053133.0,14344106.0,14577518.0
AZ,2022,0,45053245.0,13481672.0,14221064.0
AZ,2023,0,52817503.0,12100121.0,15398521.0
CA,1990,0,76315050.0,8111529.0,48665523.0
CA,1991,0,75984563.0,4602538.0,46818742.0
CA,1992,0,91419475.0,5248049.0,45243599.0
CA,1993,0,82741631.0,6731633.0,65936686.0
CA,1994,0,97391114.0,6682832.0,48365808.0
CA,1995,0,75173878.0,5077972.0,70965555.0
CA,1996,0,67631103.0,5361754.0,68173487.0
CA,1997,0,73986341.0,4424162.0,63874974.0
CA,1998,0,78208548.0,4372142.0,72425810.0
CA,1999,0,87516475.0,4433998.0,62996893.0
CA,2000,0,105906150.0,5203401.0,61797427.0
CA,2001,0,113062770.0,5287744.0,47026041.0
CA,2002,0,90864097.0,4288875.0,54704719.0
CA,2003,0,93191196.0,4718554.0,59285004.0
CA,2004,0,102288198.0,4500705.0,57723564.0
CA,2005,0,95633433.0,4679072.0,63825414.0
CA,2006,0,107713562.0,4603516.0,72522989.0
CA,2007,0,117518576.0,4632280.0,52904234.0
CA,2008,0,121676600.0,4021991.0,49803321.0
CA,2009,0,115086299.0,3592795.0,54333234.0
CA,2010,0,109216954.0,3159510.0,59548374.0
CA,2011,0,90640818.10000001,2892753.95,70608023.44
CA,2012,0,121152493.0,1664906.0,58193761.0
CA,2013,0,120928579.47000001,892025.71,60344566.45
CA,2014,0,121759386.0,871065.0,59191193.0
CA,2015,0,117688247.0,382389.0,60127837.0
CA,2016,0,98500480.0,494457.0,79060700.0
CA,2017,0,89758493.0,336888.0,98150059.0
CA,2018,0,91258663.0,350206.0,85643250.0
CA,2019,0,87316980.0,291409.0,98010433.0
CA,2020,0,93584661.0,334206.0,82905972.0
CA,2021,0,98796012.0,371152.0,81520575.0
CA,2022,0,97783073.0,406518.0,87601012.0
CA,2023,0,95772046.0,283903.0,102854477.0
CO,1990,0,1290092.0,29842373.0,1415662.0
CO,1991,0,1314681.0,29171920.0,1834992.0
CO,1992,0,1347188.0,30288636.0,1659666.0
CO,1993,0,1510863.0,30710285.0,2019035.0
CO,1994,0,2320742.0,31646803.0,1684366.0
CO,1995,0,2856788.0,30504394.0,2256052.0
CO,1996,0,3199664.0,32204336.0,1733360.0
CO,1997,0,3272172.0,32268505.0,2101884.0
CO,1998,0,3936314.0,33407039.0,1538210.0
CO,1999,0,4967383.0,32923299.0,1630606.0
CO,2000,0,7157438.0,35490604.0,1517504.0
CO,2001,0,9391787.0,36127257.0,1356958.0
CO,2002,0,9031374.0,35411431.0,1157583.0
CO,2003,0,9230034.0,36149617.0,1237136.0
CO,2004,0,10749249.0,35862258.0,1257985.0
CO,2005,0,11925720.0,35587181.0,2103794.0
CO,2006,0,11921158.0,36290262.0,2486933.0
CO,2007,0,15015812.0,35964189.0,2927491.0
CO,2008,0,13487475.0,34846658.0,5107461.0
CO,2009,0,13840025.0,31649476.0,5076450.0
CO,2010,0,11062275.0,34576772.0,5081746.0
CO,2011,0,10186303.26,33976904.989999995,7269346.04
CO,2012,0,10524445.0,34532065.0,7500190.0
CO,2013,0,10708804.5,33713629.160000004,8515002.25
CO,2014,0,11953808.0,32554781.0,9338797.0
CO,2015,0,11643750.0,31548160.0,9201168.0
CO,2016,0,12679439.0,29955650.0,11783391.0
CO,2017,0,12532242.0,29249465.0,12062294.0
CO,2018,0,16398439.0,26393942.0,12593896.0
CO,2019,0,17097116.0,25328465.0,13912154.0
CO,2020,0,18192325.0,19289773.0,16632913.0
CO,2021,0,14566225.0,23629851.0,18642395.0
CO,2022,0,15448136.0,21750210.0,20845664.0
CO,2023,0,17219759.0,18835552.0,21486408.0
CT,1990,0,1251483.0,12469111.0,1650403.0
CT,1991,0,1574502.0,11626651.0,1592403.0
CT,1992,0,1474644.0,9201837.0,1764191.0
CT,1993,0,1383916.0,7892818.0,1806055.0
CT,1994,0,1898585.0,7166338.0,1954056.0
CT,1995,0,3019322.0,7437018.0,2267228.0
CT,1996,0,1949307.0,9337679.0,2699179.0
CT,1997,0,2595415.0,12667853.0,2535752.0
CT,1998,0,2257707.0,11681329.0,2509453.0
CT,1999,0,3636424.0,9754382.0,2530830.0
CT,2000,0,4062029.0,9865128.0,2675079.0
CT,2001,0,4089726.0,8908717.0,2064436.0
CT,2002,0,8877304.0,5565087.0,1950555.0
CT,2003,0,5061613.0,6262966.0,2142377.0
CT,2004,0,8107806.0,5995184.0,1991320.0
CT,2005,0,8865458.0,7152334.0,1969833.0
CT,2006,0,10486128.0,5560350.0,2045812.0
CT,2007,0,9931755.0,5049982.0,1803332.0
CT,2008,0,8069852.0,4900458.0,2006216.0
CT,2009,0,9809351.0,2752375.0,1987114.0
CT,2010,0,11729608.0,3013331.0,1856380.0
CT,2011,0,15188145.26,691616.55,1937621.79
CT,2012,0,16537169.0,764619.0,1737869.0
CT,2013,0,15780297.04,986704.6000000001,1764205.69
CT,2014,0,14683905.0,1338362.0,1814094.0
CT,2015,0,17362309.0,1037261.0,1660135.0
CT,2016,0,17951503.0,269105.0,1700460.0
CT,2017,0,15961257.0,375946.0,1725830.0
CT,2018,0,20006457.0,668658.0,1896943.0
CT,2019,0,21343095.0,65248.0,1908296.0
CT,2020,0,23536813.0,13505.0,1925399.0
CT,2021,0,24488902.0,290597.0,2083936.0
CT,2022,0,24530687.0,314369.0,1744876.0
CT,2023,0,24952021.0,124204.0,1920736.0
FL,1990,0,18642683.0,85635395.0,5444915.0
FL,1991,0,19769102.0,92613443.0,6526575.0
FL,1992,0,19934794.0,91327439.0,7398954.0
FL,1993,0,20827214.0,97865766.0,7354312.0
FL,1994,0,26186808.0,97362492.0,7915439.0
FL,1995,0,42786628.0,88049342.0,7837785.0
FL,1996,0,39263991.0,94241302.0,8109352.0
FL,1997,0,39931893.0,97094226.0,8253131.0
FL,1998,0,39003496.0,111801095.0,7708986.0
FL,1999,0,43193575.0,104760557.0,7783009.0
FL,2000,0,43226338.0,108484859.0,7813298.0
FL,2001,0,43570439.0,108807677.0,6983824.0
FL,2002,0,63177114.0,99607744.0,6863687.0
FL,2003,0,68303924.0,104879150.0,8447456.0
FL,2004,0,76591702.0,102117226.0,8193423.0
FL,2005,0,83608435.0,99716335.0,8172816.0
FL,2006,0,96203064.0,88327426.0,7794782.0
FL,2007,0,100322345.0,88110982.0,7693443.0
FL,2008,0,103373100.0,76794154.0,7336289.0
FL,2009,0,118329108.0,63224089.0,7281235.0
FL,2010,0,128642326.0,69019930.0,7497757.0
FL,2011,0,136370064.9,55271904.88,8237236.300000001
FL,2012,0,149705695.0,45652417.0,7868089.0
FL,2013,0,138971039.96,48903020.89,7999008.12
FL,2014,0,140040739.0,53931616.0,8175312.0
FL,2015,0,155828926.0,45053524.0,8408267.0
FL,2016,0,158500161.0,42249771.0,8192197.0
FL,2017,0,161109492.0,38975646.0,9182079.0
FL,2018,0,171877702.0,32349559.0,10712425.0
FL,2019,0,182007001.0,22773478.0,11714939.0
FL,2020,0,189420557.0,18299765.0,13688125.0
FL,2021,0,182619987.0,19546822.0,16225278.0
FL,2022,0,193310141.0,16850737.0,17981151.0
FL,2023,0,197190702.0,12893893.0,19773544.0
GA,1990,0,830180.0,69045172.0,8014004.0
GA,1991,0,809826.0,61575104.0,7772178.0
GA,1992,0,729290.0,60041359.0,8591282.0
GA,1993,0,696214.0,65390479.0,8127526.0
GA,1994,0,633951.0,66697031.0,8098337.0
GA,1995,0,1459884.0,67792220.0,7965866.0
GA,1996,0,1019102.0,65261854.0,8114084.0
GA,1997,0,1216108.0,68106739.0,7888617.0
GA,1998,0,3293140.0,72449243.0,8200922.0
GA,1999,0,3228769.0,76707126.0,5924728.0
GA,2000,0,4251077.0,81721103.0,5432298.0
GA,2001,0,3865873.0,75731720.0,5037427.0
GA,2002,0,6889150.0,80032689.0,8482641.0
GA,2003,0,4276991.0,79832548.0,6710647.0
GA,2004,0,6129652.0,80889491.0,6045866.0
GA,2005,0,9771034.0,88215351.0,7147247.0
GA,2006,0,12960598.0,87338211.0,5705588.0
GA,2007,0,16078944.0,91085756.0,5445459.0
GA,2008,0,13428412.0,86232819.0,4821070.0
GA,2009,0,20505749.0,70127870.0,6382177.0
GA,2010,0,23884457.0,73938605.0,6241847.0
GA,2011,0,26543604.26,60710628.28,5188927.62
GA,2012,0,42538601.0,41093121.0,4733008.0
GA,2013,0,40329847.35,40507803.91,7213302.05
GA,2014,0,40960798.0,45672923.0,6633320.0
GA,2015,0,50469266.0,37391001.0,7119168.0
GA,2016,0,52862464.0,38102319.0,7934970.0
GA,2017,0,52722500.0,32769836.0,8254173.0
GA,2018,0,51972110.0,32616289.0,10288297.0
GA,2019,0,58619997.0,25492616.0,10987777.0
GA,2020,0,59177964.0,14120456.0,14004822.0
GA,2021,0,56673115.0,19255215.0,14320223.0
GA,2022,0,59848731.0,17295619.0,15266692.0
GA,2023,0,60043962.0,17004894.0,14795822.0
IA,1990,0,333390.0,25806412.0,893132.0
IA,1991,0,388004.0,26806663.0,926378.0
IA,1992,0,269011.0,25803098.0,1019674.0
IA,1993,0,448989.0,27588569.0,776446.0
IA,1994,0,376485.0,27552682.0,1130456.0
IA,1995,0,479889.0,29475565.0,1067504.0
IA,1996,0,349467.0,29410355.0,1005162.0
IA,1997,0,437691.0,29923417.0,908721.0
IA,1998,0,560892.0,33116514.0,1003870.0
IA,1999,0,507375.0,33290689.0,1363159.0
IA,2000,0,433764.0,35168970.0,1486392.0
IA,2001,0,592852.0,34767723.0,1445215.0
IA,2002,0,554719.0,35435922.0,1963785.0
IA,2003,0,312896.0,35921281.0,1894358.0
IA,2004,0,824706.0,35380816.0,2113720.0
IA,2005,0,2480870.0,34401902.0,2735075.0
IA,2006,0,2400014.0,34613515.0,3374491.0
IA,2007,0,3090879.0,38297481.0,3881983.0
IA,2008,0,2163191.0,40571234.0,5070160.0
IA,2009,0,1184217.0,37436687.0,8560229.0
IA,2010,0,1312195.0,41437234.0,10308651.0
IA,2011,0,991182.61,38370380.419999994,11795120.620000001
IA,2012,0,1940886.0,35437908.0,14949617.0
IA,2013,0,1430011.71,33443801.35,16476158.870000001
IA,2014,0,1372515.0,33876694.0,17451606.0
IA,2015,0,2398135.0,29921367.0,19095971.0
IA,2016,0,2960947.0,25476120.0,21252775.0
IA,2017,0,4567447.0,25504949.0,22623661.0
IA,2018,0,7340070.0,28663564.0,22481537.0
IA,2019,0,7781686.0,22299961.0,27332200.0
IA,2020,0,7036824.0,14257946.0,35437039.0
IA,2021,0,6463644.0,22238706.0,38504658.0
IA,2022,0,7339040.0,18266080.0,47377078.0
IA,2023,0,10241479.0,16477273.0,43118222.0
ID,1990,0,55714.0,45365.0,9590396.0
ID,1991,0,107243.0,16720.0,9304656.0
ID,1992,0,137549.0,46684.0,7278771.0
ID,1993,0,156736.0,39731.0,10336966.0
ID,1994,0,159061.0,38103.0,8529633.0
ID,1995,0,167292.0,48091.0,11629222.0
ID,1996,0,167850.0,31346.0,13890612.0
ID,1997,0,312988.0,39208.0,15236814.0
ID,1998,0,337152.0,48745.0,13522776.0
ID,1999,0,331610.0,52131.0,14052907.0
ID,2000,0,299053.0,77623.0,11533766.0
ID,2001,0,1405286.0,76007.0,7865648.0
ID,2002,0,328988.0,90738.0,9367207.0
ID,2003,0,1374820.0,90406.0,8957709.0
ID,2004,0,1703823.0,99339.0,9059877.0
ID,2005,0,1597280.0,95186.0,9132518.0
ID,2006,0,1298395.0,82446.0,12005245.0
ID,2007,0,1657255.0,83698.0,9743138.0
ID,2008,0,1699553.0,90569.0,10180430.0
ID,2009,0,1643595.0,82606.0,11373951.0
ID,2010,0,1689232.0,88352.0,10246980.0
ID,2011,0,1110743.69,83437.99,15374604.22
ID,2012,0,1898167.0,76756.0,13524166.0
ID,2013,0,3391909.86,91656.11,11702562.24
ID,2014,0,2552538.0,77672.0,12554206.0
ID,2015,0,3803588.0,79054.0,11784453.0
ID,2016,0,3321462.0,29371.0,12310104.0
ID,2017,0,3079407.0,24007.0,14292610.0
ID,2018,0,3278742.0,20395.0,14872982.0
ID,2019,0,4266684.0,21239.0,14119888.0
ID,2020,0,4157098.0,20078.0,13508959.0
ID,2021,0,4935454.0,16267.0,11884751.0
ID,2022,0,4335008.0,6319.0,11937083.0
ID,2023,0,5686224.0,123.0,12156098.0
IL,1990,0,1801453.0,55404602.0,299114.0
IL,1991,0,2121251.0,55970280.0,316723.0
IL,1992,0,2107675.0,51854484.0,341748.0
IL,1993,0,2473750.0,62224407.0,381476.0
IL,1994,0,3992228.0,64241869.0,410699.0
IL,1995,0,4371284.0,65338334.0,467465.0
IL,1996,0,3213261.0,74177838.0,567574.0
IL,1997,0,4643723.0,78649189.0,779039.0
IL,1998,0,5867166.0,76217582.0,784146.0
IL,1999,0,5317791.0,75490013.0,858827.0
IL,2000,0,5049961.0,82955852.0,1052219.0
IL,2001,0,4962069.0,81056642.0,872097.0
IL,2002,0,9311585.0,86908030.0,974726.0
IL,2003,0,4106090.0,89102266.0,1113869.0
IL,2004,0,3639320.0,95163968.0,1107168.0
IL,2005,0,7313050.0,92592380.0,951715.0
IL,2006,0,5427820.0,91784511.0,1060487.0
IL,2007,0,7675798.0,95396581.0,1459457.0
IL,2008,0,4313744.0,96786766.0,3222975.0
IL,2009,0,4583094.0,90079391.0,3727952.0
IL,2010,0,5884378.0,93721109.0,5556797.0
IL,2011,0,6274348.38,90097565.69999999,7304617.96
IL,2012,0,11482565.0,80898160.0,8783328.0
IL,2013,0,7183636.24,87999571.98,10690275.26
IL,2014,0,5803518.0,87369146.0,11113313.0
IL,2015,0,11143943.0,73829799.0,11696159.0
IL,2016,0,17688844.0,59407305.0,11585944.0
IL,2017,0,15196308.0,58031432.0,13172689.0
IL,2018,0,17441735.0,59695035.0,12765061.0
IL,2019,0,21606476.0,48831878.0,15296210.0
IL,2020,0,24800810.0,31268169.0,17079478.0
IL,2021,0,20906114.0,43352050.0,20384953.0
IL,2022,0,20053864.0,40596796.0,25703081.0
IL,2023,0,28692832.0,27175867.0,24309483.0
IN,1990,0,3145386.0,97793592.0,478138.0
IN,1991,0,3562554.0,97986580.0,432165.0
IN,1992,0,3317673.0,97104944.0,595947.0
IN,1993,0,3105057.0,100049227.0,480854.0
IN,1994,0,3450689.0,103287508.0,443860.0
IN,1995,0,3574558.0,105030687.0,551601.0
IN,1996,0,3299537.0,106050055.0,552510.0
IN,1997,0,3228448.0,110814810.0,685649.0
IN,1998,0,3973550.0,112895196.0,602779.0
IN,1999,0,5078011.0,116129662.0,556828.0
IN,2000,0,4653953.0,122447405.0,718158.0
IN,2001,0,5310469.0,116557994.0,701210.0
IN,2002,0,6788449.0,118276832.0,542858.0
IN,2003,0,5641692.0,118211571.0,1034955.0
IN,2004,0,5574543.0,121096189.0,1099665.0
IN,2005,0,6336882.0,123094272.0,940418.0
IN,2006,0,5551982.0,123793102.0,1144703.0
IN,2007,0,6603230.0,122972874.0,1061894.0
IN,2008,0,5992107.0,122214330.0,1303858.0
IN,2009,0,5649723.0,108468455.0,2552102.0
IN,2010,0,8619126.0,112482213.0,4079399.0
IN,2011,0,12247355.739999998,105485227.92,4398830.3
IN,2012,0,16962330.0,93406957.0,4326442.0
IN,2013,0,11441897.84,94244251.02000001,4717328.26
IN,2014,0,11733565.0,98911283.0,4750545.0
IN,2015,0,18531625.0,79568691.0,5918960.0
IN,2016,0,22268151.0,73143487.0,6347420.0
IN,2017,0,19966916.0,72510280.0,6452624.0
IN,2018,0,29142808.0,77585846.0,6731058.0
IN,2019,0,34026004.0,60888551.0,7590826.0
IN,2020,0,34324525.0,47886358.0,7862096.0
IN,2021,0,29853913.0,54575755.0,9735127.0
IN,2022,0,34265434.0,51497920.0,12291552.0
IN,2023,0,37120784.0,41028348.0,11897748.0
KS,1990,0,2502807.0,23794284.0,13279.0
KS,1991,0,3265529.0,23495992.0,10609.0
KS,1992,0,1372392.0,22205562.0,9881.0
KS,1993,0,1942454.0,26895527.0,5043.0
