FIPS,State,year,month,civilian,total,percent,total_emp,perc_emp,total_unem,perc_unem
55,Wisconsin,1982,5,3535000,2419756,68.5,2174547,61.5,245209,10.1
56,Wyoming,1982,5,357000,252410,70.7,239158,67.0,13252,5.3
1,Alabama,1982,6,2889000,1717506,59.4,1478887,51.2,238619,13.9
2,Alaska,1982,6,290000,212495,73.3,191484,66.0,21011,9.9
4,Arizona,1982,6,2115000,1345200,63.6,1212891,57.3,132309,9.8
5,Arkansas,1982,6,1696000,1019095,60.1,924585,54.5,94510,9.3
6,California,1982,6,18422000,12165384,66.0,10950479,59.4,1214905,10.0
37,Los Angeles County,1982,6,5810000,3835441,66.0,3480674,59.9,354767,9.2
8,Colorado,1982,6,2253000,1590073,70.6,1472764,65.4,117309,7.4
9,Connecticut,1982,6,2416000,1612770,66.8,1502019,62.2,110751,6.9
10,Delaware,1982,6,451000,294463,65.3,270180,59.9,24283,8.2
11,District of Columbia,1982,6,484000,309513,63.9,277814,57.4,31699,10.2
12,Florida,1982,6,8147000,4697052,57.7,4303863,52.8,393189,8.4
13,Georgia,1982,6,4083000,2652922,65.0,2451649,60.0,201273,7.6
15,Hawaii,1982,6,689000,457043,66.3,428468,62.2,28575,6.3
16,Idaho,1982,6,679000,444365,65.4,401204,59.1,43161,9.7
17,Illinois,1982,6,8557000,5617611,65.6,4981498,58.2,636113,11.3
18,Indiana,1982,6,4048000,2608616,64.4,2302496,56.9,306120,11.7
19,Iowa,1982,6,2158000,1415728,65.6,1298554,60.2,117174,8.3
20,Kansas,1982,6,1771000,1193659,67.4,1117737,63.1,75922,6.4
21,Kentucky,1982,6,2696000,1683327,62.4,1503624,55.8,179703,10.7
22,Louisiana,1982,6,3107000,1867388,60.1,1681378,54.1,186010,10.0
23,Maine,1982,6,842000,521902,62.0,477130,56.7,44772,8.6
24,Maryland,1982,6,3227000,2181335,67.6,2001262,62.0,180073,8.3
25,Massachusetts,1982,6,4441000,2982975,67.2,2750305,61.9,232670,7.8
26,Michigan,1982,6,6757000,4265547,63.1,3620277,53.6,645270,15.1
27,Minnesota,1982,6,3070000,2164812,70.5,1994195,65.0,170617,7.9
28,Mississippi,1982,6,1814000,1065591,58.7,948798,52.3,116793,11.0
29,Missouri,1982,6,3700000,2322592,62.8,2113708,57.1,208884,9.0
30,Montana,1982,6,588000,387826,66.0,354508,60.3,33318,8.6
31,Nebraska,1982,6,1164000,781665,67.2,738855,63.5,42810,5.5
32,Nevada,1982,6,658000,483262,73.4,435135,66.1,48127,10.0
33,New Hampshire,1982,6,709000,487198,68.7,452844,63.9,34354,7.1
34,New Jersey,1982,6,5710000,3637203,63.7,3324068,58.2,313135,8.6
35,New Mexico,1982,6,967000,598017,61.8,543843,56.2,54174,9.1
36,New York,1982,6,13460000,8002375,59.5,7324193,54.4,678182,8.5
51000,New York city,1982,6,5602000,3094105,55.2,2796594,49.9,297511,9.6
37,North Carolina,1982,6,4435000,2943738,66.4,2674595,60.3,269143,9.1
38,North Dakota,1982,6,479000,314131,65.6,297000,62.0,17131,5.5
39,Ohio,1982,6,8048000,5132348,63.8,4496311,55.9,636037,12.4
40,Oklahoma,1982,6,2348000,1485802,63.3,1402721,59.7,83081,5.6
41,Oregon,1982,6,2003000,1322105,66.0,1175598,58.7,146507,11.1
42,Pennsylvania,1982,6,9145000,5481677,59.9,4898482,53.6,583195,10.6
44,Rhode Island,1982,6,732000,483801,66.1,435379,59.5,48422,10.0
45,South Carolina,1982,6,2307000,1483658,64.3,1323047,57.3,160611,10.8
46,South Dakota,1982,6,498000,333459,67.0,315602,63.4,17857,5.4
47,Tennessee,1982,6,3476000,2135180,61.4,1890984,54.4,244196,11.4
48,Texas,1982,6,10954000,7355102,67.1,6861966,62.6,493136,6.7
49,Utah,1982,6,1015000,670750,66.1,618212,60.9,52538,7.8
50,Vermont,1982,6,387000,263390,68.1,245297,63.4,18093,6.9
51,Virginia,1982,6,4017000,2666179,66.4,2470405,61.5,195774,7.3
53,Washington,1982,6,3157000,2020912,64.0,1786419,56.6,234493,11.6
54,West Virginia,1982,6,1463000,786581,53.8,680999,46.5,105582,13.4
55,Wisconsin,1982,6,3537000,2423690,68.5,2173796,61.5,249894,10.3
56,Wyoming,1982,6,358000,253224,70.7,238872,66.7,14352,5.7
1,Alabama,1982,7,2891000,1722420,59.6,1479496,51.2,242924,14.1
2,Alaska,1982,7,292000,214150,73.3,192953,66.1,21197,9.9
4,Arizona,1982,7,2120000,1351086,63.7,1212999,57.2,138087,10.2
5,Arkansas,1982,7,1697000,1020298,60.1,925420,54.5,94878,9.3
6,California,1982,7,18453000,12191944,66.1,10949543,59.3,1242401,10.2
37,Los Angeles County,1982,7,5818000,3835543,65.9,3471998,59.7,363545,9.5
8,Colorado,1982,7,2259000,1595289,70.6,1471778,65.2,123511,7.7
9,Connecticut,1982,7,2418000,1610566,66.6,1499895,62.0,110671,6.9
10,Delaware,1982,7,451000,294452,65.3,270241,59.9,24211,8.2
11,District of Columbia,1982,7,484000,309906,64.0,277982,57.4,31924,10.3
12,Florida,1982,7,8167000,4710432,57.7,4310408,52.8,400024,8.5
13,Georgia,1982,7,4089000,2656876,65.0,2453513,60.0,203363,7.7
15,Hawaii,1982,7,690000,458259,66.4,429736,62.3,28523,6.2
16,Idaho,1982,7,680000,445672,65.5,402436,59.2,43236,9.7
17,Illinois,1982,7,8559000,5623162,65.7,4966699,58.0,656463,11.7
18,Indiana,1982,7,4049000,2608500,64.4,2300403,56.8,308097,11.8
19,Iowa,1982,7,2158000,1416671,65.6,1298872,60.2,117799,8.3
20,Kansas,1982,7,1772000,1197133,67.6,1117795,63.1,79338,6.6
21,Kentucky,1982,7,2698000,1686924,62.5,1504609,55.8,182315,10.8
22,Louisiana,1982,7,3112000,1867311,60.0,1677908,53.9,189403,10.1
23,Maine,1982,7,843000,522141,61.9,477385,56.6,44756,8.6
24,Maryland,1982,7,3229000,2179884,67.5,2001044,62.0,178840,8.2
25,Massachusetts,1982,7,4443000,2985057,67.2,2750911,61.9,234146,7.8
