FIPS,State,year,month,civilian,total,percent,total_emp,perc_emp,total_unem,perc_unem
42,Pennsylvania,1983,2,9166000,5464774,59.6,4791900,52.3,672874,12.3
44,Rhode Island,1983,2,734000,480206,65.4,432630,58.9,47576,9.9
45,South Carolina,1983,2,2329000,1485248,63.8,1315792,56.5,169456,11.4
46,South Dakota,1983,2,502000,334978,66.7,315209,62.8,19769,5.9
47,Tennessee,1983,2,3494000,2163818,61.9,1889909,54.1,273909,12.7
48,Texas,1983,2,11176000,7539850,67.5,6899534,61.7,640316,8.5
49,Utah,1983,2,1037000,683853,65.9,617083,59.5,66770,9.8
50,Vermont,1983,2,390000,263641,67.6,245057,62.8,18584,7.0
51,Virginia,1983,2,4058000,2703700,66.6,2503030,61.7,200670,7.4
53,Washington,1983,2,3175000,2033822,64.1,1791576,56.4,242246,11.9
54,West Virginia,1983,2,1468000,764759,52.1,623895,42.5,140864,18.4
55,Wisconsin,1983,2,3538000,2417924,68.3,2143984,60.6,273940,11.3
56,Wyoming,1983,2,362000,257248,71.1,234670,64.8,22578,8.8
1,Alabama,1983,3,2904000,1737472,59.8,1482980,51.1,254492,14.6
2,Alaska,1983,3,313000,226092,72.2,202511,64.7,23581,10.4
4,Arizona,1983,3,2169000,1377000,63.5,1225383,56.5,151617,11.0
5,Arkansas,1983,3,1711000,1028895,60.1,925122,54.1,103773,10.1
6,California,1983,3,18628000,12243605,65.7,10924179,58.6,1319426,10.8
37,Los Angeles County,1983,3,5886000,3798073,64.5,3394247,57.7,403826,10.6
8,Colorado,1983,3,2300000,1645399,71.5,1507590,65.5,137809,8.4
9,Connecticut,1983,3,2427000,1604387,66.1,1498941,61.8,105446,6.6
10,Delaware,1983,3,454000,293382,64.6,268820,59.2,24562,8.4
11,District of Columbia,1983,3,483000,313829,65.0,278488,57.7,35341,11.3
12,Florida,1983,3,8326000,4796569,57.6,4351637,52.3,444932,9.3
13,Georgia,1983,3,4129000,2679039,64.9,2459279,59.6,219760,8.2
15,Hawaii,1983,3,703000,466645,66.4,437650,62.3,28995,6.2
16,Idaho,1983,3,687000,450282,65.5,405215,59.0,45067,10.0
17,Illinois,1983,3,8571000,5609287,65.4,4892749,57.1,716538,12.8
18,Indiana,1983,3,4052000,2581234,63.7,2271040,56.0,310194,12.0
19,Iowa,1983,3,2159000,1406991,65.2,1280515,59.3,126476,9.0
20,Kansas,1983,3,1781000,1193945,67.0,1116098,62.7,77847,6.5
21,Kentucky,1983,3,2715000,1693581,62.4,1489294,54.9,204287,12.1
22,Louisiana,1983,3,3151000,1893320,60.1,1664820,52.8,228500,12.1
23,Maine,1983,3,850000,528563,62.2,481087,56.6,47476,9.0
24,Maryland,1983,3,3240000,2190868,67.6,2021274,62.4,169594,7.7
25,Massachusetts,1983,3,4462000,2960248,66.3,2732483,61.2,227765,7.7
26,Michigan,1983,3,6723000,4261608,63.4,3583715,53.3,677893,15.9
27,Minnesota,1983,3,3081000,2162916,70.2,1975869,64.1,187047,8.6
28,Mississippi,1983,3,1823000,1068095,58.6,932896,51.2,135199,12.7
29,Missouri,1983,3,3720000,2347236,63.1,2100248,56.5,246988,10.5
30,Montana,1983,3,594000,391980,66.0,356025,59.9,35955,9.2
31,Nebraska,1983,3,1171000,788279,67.3,739139,63.1,49140,6.2
32,Nevada,1983,3,667000,486263,72.9,432877,64.9,53386,11.0
33,New Hampshire,1983,3,717000,493403,68.8,462648,64.5,30755,6.2
34,New Jersey,1983,3,5760000,3652302,63.4,3327549,57.8,324753,8.9
35,New Mexico,1983,3,986000,608929,61.8,545009,55.3,63920,10.5
36,New York,1983,3,13523000,8005867,59.2,7246805,53.6,759062,9.5
51000,New York city,1983,3,5649000,3050385,54.0,2740173,48.5,310212,10.2
37,North Carolina,1983,3,4472000,2924198,65.4,2638894,59.0,285304,9.8
38,North Dakota,1983,3,485000,316828,65.3,296578,61.2,20250,6.4
39,Ohio,1983,3,8036000,5103796,63.5,4411861,54.9,691935,13.6
40,Oklahoma,1983,3,2403000,1520758,63.3,1387481,57.7,133277,8.8
41,Oregon,1983,3,2005000,1343849,67.0,1190836,59.4,153013,11.4
42,Pennsylvania,1983,3,9169000,5458327,59.5,4794953,52.3,663374,12.2
44,Rhode Island,1983,3,734000,479512,65.3,433821,59.1,45691,9.5
45,South Carolina,1983,3,2331000,1481248,63.5,1314577,56.4,166671,11.3
46,South Dakota,1983,3,502000,334875,66.7,315491,62.8,19384,5.8
47,Tennessee,1983,3,3496000,2164853,61.9,1894896,54.2,269957,12.5
48,Texas,1983,3,11203000,7554506,67.4,6912132,61.7,642374,8.5
49,Utah,1983,3,1040000,685457,65.9,618201,59.4,67256,9.8
50,Vermont,1983,3,390000,263848,67.7,245417,62.9,18431,7.0
51,Virginia,1983,3,4063000,2705348,66.6,2512013,61.8,193335,7.1
53,Washington,1983,3,3177000,2033583,64.0,1794455,56.5,239128,11.8
54,West Virginia,1983,3,1469000,763499,52.0,623117,42.4,140382,18.4
55,Wisconsin,1983,3,3538000,2410673,68.1,2145852,60.7,264821,11.0
56,Wyoming,1983,3,362000,257736,71.2,234569,64.8,23167,9.0
1,Alabama,1983,4,2906000,1740441,59.9,1489054,51.2,251387,14.4
2,Alaska,1983,4,315000,227478,72.2,204255,64.8,23223,10.2
4,Arizona,1983,4,2175000,1379506,63.4,1233410,56.7,146096,10.6
5,Arkansas,1983,4,1713000,1030222,60.1,927248,54.1,102974,10.0
6,California,1983,4,18649000,12248042,65.7,10955935,58.7,1292107,10.5
37,Los Angeles County,1983,4,5895000,3802645,64.5,3405947,57.8,396698,10.4
8,Colorado,1983,4,2305000,1648400,71.5,1515354,65.7,133046,8.1
9,Connecticut,1983,4,2428000,1606693,66.2,1503774,61.9,102919,6.4
10,Delaware,1983,4,455000,293495,64.5,269194,59.2,24301,8.3
11,District of Columbia,1983,4,483000,314295,65.1,279084,57.8,35211,11.2
12,Florida,1983,4,8346000,4820144,57.8,4378636,52.5,441508,9.2
13,Georgia,1983,4,4134000,2679194,64.8,2464001,59.6,215193,8.0
15,Hawaii,1983,4,704000,467284,66.4,438580,62.3,28704,6.1
16,Idaho,1983,4,687000,450521,65.6,406825,59.2,43696,9.7
17,Illinois,1983,4,8573000,5604324,65.4,4899243,57.1,705081,12.6
18,Indiana,1983,4,4053000,2574097,63.5,2272324,56.1,301773,11.7
19,Iowa,1983,4,2159000,1407459,65.2,1283568,59.5,123891,8.8
20,Kansas,1983,4,1782000,1192280,66.9,1117361,62.7,74919,6.3
21,Kentucky,1983,4,2717000,1691634,62.3,1490224,54.8,201410,11.9
22,Louisiana,1983,4,3155000,1899459,60.2,1668450,52.9,231009,12.2
23,Maine,1983,4,851000,530281,62.3,483232,56.8,47049,8.9
24,Maryland,1983,4,3242000,2195102,67.7,2029852,62.6,165250,7.5
25,Massachusetts,1983,4,4465000,2961037,66.3,2739443,61.4,221594,7.5
26,Michigan,1983,4,6720000,4259951,63.4,3598717,53.6,661234,15.5
27,Minnesota,1983,4,3082000,2165253,70.3,1982025,64.3,183228,8.5
28,Mississippi,1983,4,1823000,1068997,58.6,933940,51.2,135057,12.6
29,Missouri,1983,4,3722000,2351610,63.2,2104909,56.6,246701,10.5
30,Montana,1983,4,595000,392580,66.0,356892,60.0,35688,9.1
31,Nebraska,1983,4,1171000,787756,67.3,739994,63.2,47762,6.1
32,Nevada,1983,4,668000,486222,72.8,434230,65.0,51992,10.7
33,New Hampshire,1983,4,718000,494969,68.9,465433,64.8,29536,6.0
34,New Jersey,1983,4,5766000,3658516,63.4,3338910,57.9,319606,8.7
35,New Mexico,1983,4,988000,610479,61.8,547161,55.4,63318,10.4
36,New York,1983,4,13530000,8021537,59.3,7269024,53.7,752513,9.4
51000,New York city,1983,4,5655000,3051562,54.0,2743370,48.5,308192,10.1
37,North Carolina,1983,4,4476000,2925810,65.4,2647428,59.1,278382,9.5
38,North Dakota,1983,4,486000,317281,65.3,297325,61.2,19956,6.3
39,Ohio,1983,4,8034000,5105462,63.5,4426083,55.1,679379,13.3
40,Oklahoma,1983,4,2409000,1524684,63.3,1391816,57.8,132868,8.7
41,Oregon,1983,4,2005000,1342906,67.0,1193653,59.5,149253,11.1
42,Pennsylvania,1983,4,9171000,5457291,59.5,4807027,52.4,650264,11.9
44,Rhode Island,1983,4,734000,479312,65.3,435343,59.3,43969,9.2
45,South Carolina,1983,4,2334000,1478362,63.3,1315798,56.4,162564,11.0
46,South Dakota,1983,4,503000,335069,66.6,316171,62.9,18898,5.6
47,Tennessee,1983,4,3498000,2167126,62.0,1901355,54.4,265771,12.3
48,Texas,1983,4,11229000,7572254,67.4,6931685,61.7,640569,8.5
49,Utah,1983,4,1042000,687266,66.0,620128,59.5,67138,9.8
50,Vermont,1983,4,391000,264232,67.6,246049,62.9,18183,6.9
51,Virginia,1983,4,4068000,2709350,66.6,2523574,62.0,185776,6.9
53,Washington,1983,4,3179000,2034872,64.0,1798807,56.6,236065,11.6
54,West Virginia,1983,4,1470000,762698,51.9,623564,42.4,139134,18.2
55,Wisconsin,1983,4,3538000,2404580,68.0,2150904,60.8,253676,10.5
56,Wyoming,1983,4,363000,258026,71.1,234714,64.7,23312,9.0
1,Alabama,1983,5,2908000,1746093,60.0,1497406,51.5,248687,14.2
2,Alaska,1983,5,318000,228906,72.0,205993,64.8,22913,10.0
4,Arizona,1983,5,2181000,1383210,63.4,1243114,57.0,140096,10.1
5,Arkansas,1983,5,1715000,1032509,60.2,930189,54.2,102320,9.9
6,California,1983,5,18671000,12263379,65.7,11000522,58.9,1262857,10.3
37,Los Angeles County,1983,5,5903000,3810404,64.6,3421757,58.0,388647,10.2
8,Colorado,1983,5,2310000,1652054,71.5,1524496,66.0,127558,7.7
9,Connecticut,1983,5,2430000,1610878,66.3,1510438,62.2,100440,6.2
10,Delaware,1983,5,455000,293955,64.6,269923,59.3,24032,8.2
11,District of Columbia,1983,5,483000,314877,65.2,279786,57.9,35091,11.1
12,Florida,1983,5,8366000,4851026,58.0,4413354,52.8,437672,9.0
13,Georgia,1983,5,4139000,2682644,64.8,2471023,59.7,211621,7.9
15,Hawaii,1983,5,706000,468544,66.4,440259,62.4,28285,6.0
16,Idaho,1983,5,688000,451247,65.6,408733,59.4,42514,9.4
17,Illinois,1983,5,8574000,5602091,65.3,4910594,57.3,691497,12.3
18,Indiana,1983,5,4053000,2572839,63.5,2277920,56.2,294919,11.5
19,Iowa,1983,5,2159000,1410116,65.3,1289021,59.7,121095,8.6
20,Kansas,1983,5,1783000,1191827,66.8,1119763,62.8,72064,6.0
21,Kentucky,1983,5,2719000,1691731,62.2,1493237,54.9,198494,11.7
22,Louisiana,1983,5,3160000,1906452,60.3,1674288,53.0,232164,12.2
23,Maine,1983,5,852000,532397,62.5,485951,57.0,46446,8.7
24,Maryland,1983,5,3243000,2200604,67.9,2039907,62.9,160697,7.3
25,Massachusetts,1983,5,4467000,2964853,66.4,2749528,61.6,215325,7.3
26,Michigan,1983,5,6716000,4262474,63.5,3616395,53.8,646079,15.2
27,Minnesota,1983,5,3083000,2169266,70.4,1990200,64.6,179066,8.3
28,Mississippi,1983,5,1824000,1070608,58.7,936706,51.4,133902,12.5
29,Missouri,1983,5,3724000,2357142,63.3,2111562,56.7,245580,10.4
30,Montana,1983,5,596000,393774,66.1,358325,60.1,35449,9.0
31,Nebraska,1983,5,1172000,787519,67.2,741526,63.3,45993,5.8
32,Nevada,1983,5,669000,486538,72.7,436044,65.2,50494,10.4
33,New Hampshire,1983,5,719000,497024,69.1,468639,65.2,28385,5.7
34,New Jersey,1983,5,5772000,3669874,63.6,3355034,58.1,314840,8.6
35,New Mexico,1983,5,990000,612252,61.8,549974,55.6,62278,10.2
36,New York,1983,5,13537000,8044485,59.4,7299646,53.9,744839,9.3
51000,New York city,1983,5,5660000,3058089,54.0,2750843,48.6,307246,10.0
37,North Carolina,1983,5,4480000,2931790,65.4,2660996,59.4,270794,9.2
38,North Dakota,1983,5,487000,317901,65.3,298356,61.3,19545,6.1
39,Ohio,1983,5,8032000,5109314,63.6,4444464,55.3,664850,13.0
40,Oklahoma,1983,5,2415000,1529032,63.3,1397694,57.9,131338,8.6
41,Oregon,1983,5,2006000,1342185,66.9,1195685,59.6,146500,10.9
42,Pennsylvania,1983,5,9174000,5462729,59.5,4826886,52.6,635843,11.6
44,Rhode Island,1983,5,735000,479701,65.3,437126,59.5,42575,8.9
45,South Carolina,1983,5,2337000,1476745,63.2,1319464,56.5,157281,10.7
46,South Dakota,1983,5,503000,335544,66.7,317204,63.1,18340,5.5
47,Tennessee,1983,5,3501000,2171322,62.0,1909206,54.5,262116,12.1
48,Texas,1983,5,11256000,7595543,67.5,6958649,61.8,636894,8.4
49,Utah,1983,5,1045000,689204,66.0,622762,59.6,66442,9.6
50,Vermont,1983,5,391000,264797,67.7,246901,63.1,17896,6.8
51,Virginia,1983,5,4073000,2716242,66.7,2537153,62.3,179089,6.6
53,Washington,1983,5,3182000,2038301,64.1,1804763,56.7,233538,11.5
54,West Virginia,1983,5,1471000,762650,51.8,625167,42.5,137483,18.0
55,Wisconsin,1983,5,3538000,2400858,67.9,2158087,61.0,242771,10.1
56,Wyoming,1983,5,363000,258080,71.1,235111,64.8,22969,8.9
1,Alabama,1983,6,2909000,1753368,60.3,1507143,51.8,246225,14.0
2,Alaska,1983,6,320000,230378,72.0,207646,64.9,22732,9.9
4,Arizona,1983,6,2187000,1387704,63.5,1254035,57.3,133669,9.6
5,Arkansas,1983,6,1716000,1035449,60.3,933588,54.4,101861,9.8
6,California,1983,6,18693000,12285912,65.7,11053889,59.1,1232023,10.0
37,Los Angeles County,1983,6,5912000,3819764,64.6,3440069,58.2,379695,9.9
8,Colorado,1983,6,2315000,1656470,71.6,1535236,66.3,121234,7.3
9,Connecticut,1983,6,2431000,1616369,66.5,1518271,62.5,98098,6.1
10,Delaware,1983,6,456000,294726,64.6,270958,59.4,23768,8.1
11,District of Columbia,1983,6,483000,315513,65.3,280554,58.1,34959,11.1
12,Florida,1983,6,8386000,4885773,58.3,4452590,53.1,433183,8.9
13,Georgia,1983,6,4144000,2689117,64.9,2480214,59.9,208903,7.8
15,Hawaii,1983,6,707000,470261,66.5,442396,62.6,27865,5.9
16,Idaho,1983,6,689000,452416,65.7,410862,59.6,41554,9.2
17,Illinois,1983,6,8576000,5601866,65.3,4926369,57.4,675497,12.1
18,Indiana,1983,6,4054000,2577336,63.6,2287827,56.4,289509,11.2
19,Iowa,1983,6,2159000,1414494,65.5,1296255,60.0,118239,8.4
20,Kansas,1983,6,1784000,1192322,66.8,1122740,62.9,69582,5.8
21,Kentucky,1983,6,2721000,1693388,62.2,1497752,55.0,195636,11.6
22,Louisiana,1983,6,3165000,1913498,60.5,1682061,53.1,231437,12.1
23,Maine,1983,6,853000,534726,62.7,489103,57.3,45623,8.5
24,Maryland,1983,6,3245000,2206847,68.0,2050774,63.2,156073,7.1
25,Massachusetts,1983,6,4470000,2970999,66.5,2761731,61.8,209268,7.0
26,Michigan,1983,6,6712000,4267547,63.6,3636206,54.2,631341,14.8
27,Minnesota,1983,6,3084000,2174573,70.5,1999920,64.8,174653,8.0
28,Mississippi,1983,6,1825000,1072380,58.8,940504,51.5,131876,12.3
29,Missouri,1983,6,3727000,2362720,63.4,2119321,56.9,243399,10.3
30,Montana,1983,6,596000,395374,66.3,360138,60.4,35236,8.9
31,Nebraska,1983,6,1173000,787514,67.1,743403,63.4,44111,5.6
32,Nevada,1983,6,670000,487148,72.7,438131,65.4,49017,10.1
33,New Hampshire,1983,6,720000,499544,69.4,472178,65.6,27366,5.5
34,New Jersey,1983,6,5777000,3684273,63.8,3374456,58.4,309817,8.4
35,New Mexico,1983,6,992000,614059,61.9,553007,55.7,61052,9.9
36,New York,1983,6,13544000,8069852,59.6,7334696,54.2,735156,9.1
51000,New York city,1983,6,5666000,3067486,54.1,2760922,48.7,306564,10.0
37,North Carolina,1983,6,4484000,2941224,65.6,2678044,59.7,263180,8.9
38,North Dakota,1983,6,487000,318642,65.4,299596,61.5,19046,6.0
39,Ohio,1983,6,8031000,5114604,63.7,4465863,55.6,648741,12.7
40,Oklahoma,1983,6,2421000,1533277,63.3,1404434,58.0,128843,8.4
41,Oregon,1983,6,2006000,1341693,66.9,1196844,59.7,144849,10.8
42,Pennsylvania,1983,6,9176000,5472690,59.6,4852018,52.9,620672,11.3
44,Rhode Island,1983,6,735000,480548,65.4,439121,59.7,41427,8.6
45,South Carolina,1983,6,2339000,1476160,63.1,1325127,56.7,151033,10.2
46,South Dakota,1983,6,504000,336170,66.7,318432,63.2,17738,5.3
47,Tennessee,1983,6,3503000,2177256,62.2,1918457,54.8,258799,11.9
48,Texas,1983,6,11282000,7623387,67.6,6991604,62.0,631783,8.3
49,Utah,1983,6,1048000,691092,65.9,625852,59.7,65240,9.4
50,Vermont,1983,6,392000,265478,67.7,247891,63.2,17587,6.6
51,Virginia,1983,6,4078000,2725169,66.8,2551500,62.6,173669,6.4
53,Washington,1983,6,3184000,2043456,64.2,1812181,56.9,231275,11.3
54,West Virginia,1983,6,1471000,763148,51.9,627636,42.7,135512,17.8
55,Wisconsin,1983,6,3538000,2400109,67.8,2166261,61.2,233848,9.7
56,Wyoming,1983,6,364000,257828,70.8,235712,64.8,22116,8.6
1,Alabama,1983,7,2911000,1760993,60.5,1517530,52.1,243463,13.8
2,Alaska,1983,7,323000,231786,71.8,209085,64.7,22701,9.8
4,Arizona,1983,7,2193000,1392192,63.5,1265792,57.7,126400,9.1
5,Arkansas,1983,7,1718000,1038671,60.5,937328,54.6,101343,9.8
6,California,1983,7,18715000,12310447,65.8,11111350,59.4,1199097,9.7
37,Los Angeles County,1983,7,5920000,3828611,64.7,3459073,58.4,369538,9.7
8,Colorado,1983,7,2320000,1661507,71.6,1547189,66.7,114318,6.9
9,Connecticut,1983,7,2432000,1622330,66.7,1526477,62.8,95853,5.9
10,Delaware,1983,7,456000,295758,64.9,272280,59.7,23478,7.9
11,District of Columbia,1983,7,483000,316028,65.4,281284,58.2,34744,11.0
