unit,time,y,treat
Belgium,2014-07,-3.41176471,0
Bosnia and Herzegovina,2014-07,-0.2,0
Bulgaria,2014-07,-0.34315118,0
Canada,2014-07,2.82301846,0
Chile,2014-07,5.1830718,0
Colombia,2014-07,1.9640794,0
Croatia,2014-07,-1.8,0
Cyprus,2014-07,-1.77165354,0
Czech Republic,2014-07,-0.09624639,0
Denmark,2014-07,-0.55005501,0
Ecuador,2014-07,3.98264145,0
Egypt,2014-07,5.68400771,0
Estonia,2014-07,-0.35255831,0
European Union,2014-07,-0.97508126,0
Finland,2014-07,-0.46948357,0
France,2014-07,-1.17647059,0
Georgia,2014-07,4.2782,0
Germany,2014-07,-0.77691454,0
Ghana,2014-07,47.22222222,0
Greece,2014-07,-0.30895241,0
Hungary,2014-07,-0.3,0
Iceland,2014-07,-0.849316,0
India,2014-07,4.94604317,0
Ireland,2014-07,-2.43664717,0
Israel,2014-07,-1.5,0
Italy,2014-07,-1.59744409,0
Japan,2014-07,4.43995964,0
Jordan,2014-07,1.02331155,0
Kazakhstan,2014-07,19.9,0
Kuwait,2014-07,2.53682488,0
Kyrgyzstan,2014-07,7.90013385,0
Latvia,2014-07,0.7,0
Lithuania,2014-07,-4.3,0
Luxembourg,2014-07,-3.4469697,0
Malaysia,2014-07,2.14352283,0
Malta,2014-07,-1.87,0
Mexico,2014-07,2.82432172,0
Moldova,2014-07,7.70086923,0
Mongolia,2014-07,-11.5,0
Montenegro,2014-07,0.1,0
Morocco,2014-07,-2.07394049,0
Netherlands,2014-07,-0.46772685,0
North Macedonia,2014-07,-0.82483925,0
Norway,2014-07,-1.62297129,0
Pakistan,2014-07,6.55341004,0
Paraguay,2014-07,1.63147793,0
Philippines,2014-07,-1.50176678,0
Poland,2014-07,-2.1,0
Portugal,2014-07,-1.38075314,0
Romania,2014-07,0.5238214,0
Serbia,2014-07,1.74690754,0
Singapore,2014-07,-4.17086694,0
Slovakia,2014-07,-3.15315315,0
Slovenia,2014-07,-0.60606061,0
South Korea,2014-07,0.14784151,0
Spain,2014-07,-0.53594406,0
Sweden,2014-07,1.23595506,0
Switzerland,2014-07,-0.62522496,0
Thailand,2014-07,1.13207547,0
Tunisia,2014-07,1.75284838,0
Ukraine,2014-07,22.5,0
United Kingdom,2014-07,-1.05162524,0
United States,2014-07,1.91780822,0
China,2014-08,-1.2038,0
Armenia,2014-08,12.57192362,0
Belgium,2014-08,-3.19526627,0
Bosnia and Herzegovina,2014-08,0.1,0
Bulgaria,2014-08,-0.38767207,0
Canada,2014-08,2.59459459,0
Chile,2014-08,2.61079625,0
Colombia,2014-08,2.45077503,0
Croatia,2014-08,-2.4,0
Cyprus,2014-08,-1.47783251,0
Czech Republic,2014-08,0.0,0
Denmark,2014-08,-2.18102508,0
Ecuador,2014-08,8.47071541,0
Egypt,2014-08,4.41458733,0
Estonia,2014-08,-1.02508767,0
European Union,2014-08,-1.08342362,0
Finland,2014-08,-0.74906367,0
France,2014-08,-1.39037433,0
Georgia,2014-08,3.7861,0
Germany,2014-08,-0.77777778,0
Ghana,2014-08,48.55926654,0
Greece,2014-08,-0.60676296,0
Hungary,2014-08,-0.4,0
Iceland,2014-08,5.610074,0
India,2014-08,3.80868025,0
Ireland,2014-08,-1.953125,0
Israel,2014-08,-1.68986083,0
Italy,2014-08,-1.59744409,0
Japan,2014-08,4.02414487,0
Jordan,2014-08,0.74915464,0
Kazakhstan,2014-08,15.4,0
Kuwait,2014-08,2.19690806,0
Kyrgyzstan,2014-08,4.94295667,0
Latvia,2014-08,0.5,0
Lithuania,2014-08,-4.8,0
Luxembourg,2014-08,-2.38276058,0
Malaysia,2014-08,0.74142725,0
Malta,2014-08,-1.54,0
Mexico,2014-08,3.29825253,0
Moldova,2014-08,6.16914387,0
Mongolia,2014-08,-11.4,0
Montenegro,2014-08,1.0,0
Morocco,2014-08,-2.78276481,0
Netherlands,2014-08,-1.02803738,0
North Macedonia,2014-08,-1.72942326,0
Norway,2014-08,-3.33745365,0
Pakistan,2014-08,3.31007938,0
Paraguay,2014-08,0.76117983,0
Philippines,2014-08,-1.05170903,0
Poland,2014-08,-1.5,0
Portugal,2014-08,-1.471202,0
Romania,2014-08,0.47505938,0
Serbia,2014-08,0.45122337,0
Singapore,2014-08,-4.85182473,0
Slovakia,2014-08,-3.60036004,0
Slovenia,2014-08,-0.59420916,0
South Korea,2014-08,-0.23589542,0
Spain,2014-08,-1.28915919,0
Sweden,2014-08,2.59301015,0
Switzerland,2014-08,-0.87432224,0
Thailand,2014-08,0.18850141,0
Tunisia,2014-08,1.92813322,0
Ukraine,2014-08,24.2,0
United Kingdom,2014-08,-1.43129771,0
United States,2014-08,1.91780822,0
China,2014-09,-1.7996,0
Armenia,2014-09,7.60046937,0
Belgium,2014-09,-2.96559905,0
Bosnia and Herzegovina,2014-09,0.5,0
Bulgaria,2014-09,-0.1230487,0
Canada,2014-09,2.60303688,0
Chile,2014-09,2.07577027,0
Colombia,2014-09,2.62691546,0
Croatia,2014-09,-2.7,0
Cyprus,2014-09,-1.09452736,0
Czech Republic,2014-09,-0.38498556,0
Denmark,2014-09,-1.96078431,0
Ecuador,2014-09,4.66706687,0
Egypt,2014-09,4.11877395,0
Estonia,2014-09,-1.95520796,0
European Union,2014-09,-1.08225108,0
Finland,2014-09,-0.37523452,0
France,2014-09,-1.2793177,0
Georgia,2014-09,5.696,0
Germany,2014-09,-1.10741971,0
Ghana,2014-09,47.008,0
Greece,2014-09,-0.31030696,0
Hungary,2014-09,-0.3,0
Iceland,2014-09,4.372813,0
India,2014-09,1.83727034,0
Ireland,2014-09,-0.58708415,0
Israel,2014-09,-1.8793274,0
Italy,2014-09,-1.59744409,0
Japan,2014-09,3.6108325,0
Jordan,2014-09,0.04250298,0
Kazakhstan,2014-09,9.7,0
Kuwait,2014-09,1.94647202,0
Kyrgyzstan,2014-09,5.44352926,0
Latvia,2014-09,0.3,0
Lithuania,2014-09,-4.9,0
Luxembourg,2014-09,-1.96394687,0
Malaysia,2014-09,0.0,0
Malta,2014-09,-0.35,0
Mexico,2014-09,2.98519081,0
Moldova,2014-09,5.2875917,0
Mongolia,2014-09,-6.5,0
Montenegro,2014-09,0.9,0
Morocco,2014-09,-2.95964126,0
Netherlands,2014-09,-1.12254443,0
North Macedonia,2014-09,-2.54003202,0
Norway,2014-09,-3.81303813,0
Pakistan,2014-09,2.73730473,0
Paraguay,2014-09,0.75757576,0
Philippines,2014-09,0.70859167,0
Poland,2014-09,-1.6,0
Portugal,2014-09,-1.265558,0
Romania,2014-09,0.04988775,0
Serbia,2014-09,0.96571346,0
Singapore,2014-09,-5.20693225,0
Slovakia,2014-09,-3.95683453,0
Slovenia,2014-09,-0.25959978,0
South Korea,2014-09,-0.4821411,0
Spain,2014-09,-0.9001353,0
Sweden,2014-09,1.45576708,0
Switzerland,2014-09,-1.01417347,0
Thailand,2014-09,-1.11940299,0
Tunisia,2014-09,2.91262136,0
Ukraine,2014-09,26.9,0
United Kingdom,2014-09,-1.71755725,0
United States,2014-09,1.55393053,0
China,2014-10,-2.2428,0
Armenia,2014-10,4.52844666,0
Belgium,2014-10,-2.50596659,0
Bosnia and Herzegovina,2014-10,0.8,0
Bulgaria,2014-10,0.48789609,0
Canada,2014-10,2.39651416,0
Chile,2014-10,0.24143375,0
Colombia,2014-10,4.20141455,0
Croatia,2014-10,-1.9,0
Cyprus,2014-10,-1.19402985,0
Czech Republic,2014-10,-0.2901354,0
Denmark,2014-10,-2.75027503,0
Ecuador,2014-10,4.79125337,0
Egypt,2014-10,2.73843248,0
Estonia,2014-10,-2.1038496,0
European Union,2014-10,-0.87051143,0
Finland,2014-10,-0.37664783,0
France,2014-10,-0.96359743,0
Georgia,2014-10,4.6792,0
Germany,2014-10,-0.88790233,0
Ghana,2014-10,40.12048193,0
Greece,2014-10,-0.9291373,0
Hungary,2014-10,0.7,0
Iceland,2014-10,6.470617,0
India,2014-10,0.87260035,0
Ireland,2014-10,0.29469548,0
Israel,2014-10,-1.09780439,0
Italy,2014-10,-1.18025751,0
Japan,2014-10,2.81407035,0
Jordan,2014-10,-1.01745169,0
Kazakhstan,2014-10,7.3,0
Kuwait,2014-10,1.85783522,0
Kyrgyzstan,2014-10,6.34137584,0
Latvia,2014-10,-0.1,0
Lithuania,2014-10,-4.7,0
Luxembourg,2014-10,-1.40644303,0
Malaysia,2014-10,-0.73868883,0
Malta,2014-10,-0.14,0
Mexico,2014-10,2.88598298,0
Moldova,2014-10,4.33210823,0
Mongolia,2014-10,5.1,0
Montenegro,2014-10,1.0,0
Morocco,2014-10,-2.7027027,0
Netherlands,2014-10,-1.22757318,0
North Macedonia,2014-10,-1.16431699,0
Norway,2014-10,-3.34158416,0
Pakistan,2014-10,1.27066604,0
Paraguay,2014-10,1.03092784,0
Philippines,2014-10,-0.61837456,0
Poland,2014-10,-1.3,0
Portugal,2014-10,-1.34538575,0
Romania,2014-10,-0.01251095,0
Serbia,2014-10,1.57513663,0
Singapore,2014-10,-5.96227219,0
Slovakia,2014-10,-3.78719567,0
Slovenia,2014-10,0.04335573,0
South Korea,2014-10,-0.82946578,0
Spain,2014-10,-1.19817015,0
Sweden,2014-10,2.02247191,0
Switzerland,2014-10,-0.78497698,0
Thailand,2014-10,-1.30963517,0
Tunisia,2014-10,3.87665198,0
Ukraine,2014-10,25.9,0
United Kingdom,2014-10,-1.63461538,0
United States,2014-10,1.54968095,0
China,2014-11,-2.6928,0
Armenia,2014-11,4.99359146,0
Belgium,2014-11,-3.7037037,0
Bosnia and Herzegovina,2014-11,1.0,0
Bulgaria,2014-11,-0.10484573,0
Canada,2014-11,1.95865071,0
Chile,2014-11,0.05579319,0
Colombia,2014-11,3.73426425,0
Croatia,2014-11,-2.0,0
Cyprus,2014-11,-1.21334681,0
Czech Republic,2014-11,-1.63147793,0
Denmark,2014-11,-2.65780731,0
Ecuador,2014-11,5.19031185,0
Egypt,2014-11,0.28355388,0
Estonia,2014-11,-2.25983614,0
European Union,2014-11,-1.19695321,0
Finland,2014-11,-0.56657224,0
France,2014-11,-1.59744409,0
Georgia,2014-11,3.8362,0
Germany,2014-11,-0.77777778,0
Ghana,2014-11,37.6007162,0
Greece,2014-11,-2.27123963,0
Hungary,2014-11,0.6,0
Iceland,2014-11,6.077504,0
India,2014-11,-0.17497813,0
Ireland,2014-11,0.58939096,0
Israel,2014-11,-1.40562249,0
Italy,2014-11,-1.28893663,0
Japan,2014-11,2.61306533,0
Jordan,2014-11,-1.87576508,0
Kazakhstan,2014-11,3.4,0
Kuwait,2014-11,1.7756255,0
Kyrgyzstan,2014-11,6.23570022,0
Latvia,2014-11,0.0,0
Lithuania,2014-11,-6.5,0
Luxembourg,2014-11,-2.10056078,0
Malaysia,2014-11,-1.55963303,0
Malta,2014-11,-0.24,0
Mexico,2014-11,2.71047084,0
Moldova,2014-11,4.30340603,0
Mongolia,2014-11,-11.5,0
Montenegro,2014-11,1.1,0
Morocco,2014-11,-3.7037037,0
Netherlands,2014-11,-2.54957507,0
North Macedonia,2014-11,-1.30258379,0
Norway,2014-11,-6.64206642,0
Pakistan,2014-11,0.01884836,0
Paraguay,2014-11,0.46511628,0
Philippines,2014-11,-2.02821869,0
Poland,2014-11,-1.6,0
Portugal,2014-11,-1.27879941,0
Romania,2014-11,-0.15013136,0
Serbia,2014-11,1.45170585,0
Singapore,2014-11,-6.43616035,0
Slovakia,2014-11,-2.90381125,0
Slovenia,2014-11,-0.04341691,0
South Korea,2014-11,-0.93994261,0
Spain,2014-11,-1.50092958,0
Sweden,2014-11,1.23180291,0
Switzerland,2014-11,-1.42161372,0
Thailand,2014-11,-1.68539326,0
Tunisia,2014-11,4.15194346,0
Ukraine,2014-11,32.8,0
United Kingdom,2014-11,-1.83220829,0
United States,2014-11,1.2797075,0
China,2014-12,-3.3152,0
Armenia,2014-12,8.4133426,0
Belgium,2014-12,-6.79380215,0
Bosnia and Herzegovina,2014-12,0.8,0
Bulgaria,2014-12,-1.70605285,0
Canada,2014-12,-0.43196544,0
Chile,2014-12,-3.25470836,0
Colombia,2014-12,6.02205259,0
Croatia,2014-12,-3.4,0
Cyprus,2014-12,-1.01214575,0
Czech Republic,2014-12,-3.71428571,0
Denmark,2014-12,-4.42477876,0
Ecuador,2014-12,3.11440772,0
Egypt,2014-12,-3.23501427,0
Estonia,2014-12,-1.63770358,0
European Union,2014-12,-2.2826087,0
Finland,2014-12,-1.79754021,0
France,2014-12,-2.34042553,0
Georgia,2014-12,6.4282,0
Germany,2014-12,-1.66481687,0
Ghana,2014-12,34.13631022,0
Greece,2014-12,-6.01398605,0
Hungary,2014-12,0.1,0
Iceland,2014-12,12.175818,0
India,2014-12,-1.14638448,0
Ireland,2014-12,2.30692076,0
Israel,2014-12,-2.9029029,0
Italy,2014-12,-1.82795699,0
Japan,2014-12,1.80360721,0
Jordan,2014-12,-3.98578887,0
Kazakhstan,2014-12,-1.6,0
Kuwait,2014-12,2.26904376,0
Kyrgyzstan,2014-12,7.95855771,0
Latvia,2014-12,0.3,0
Lithuania,2014-12,-10.5,0
Luxembourg,2014-12,-1.41999428,0
Malaysia,2014-12,-4.61956522,0
Malta,2014-12,1.2,0
Mexico,2014-12,3.33995147,0
Moldova,2014-12,3.95271994,0
Mongolia,2014-12,-2.6,0
Montenegro,2014-12,0.9,0
Morocco,2014-12,-4.59459459,0
Netherlands,2014-12,-5.74387947,0
North Macedonia,2014-12,-2.82112727,0
Norway,2014-12,-7.86924939,0
Pakistan,2014-12,-0.88525058,0
Paraguay,2014-12,0.09276438,0
Philippines,2014-12,-1.14235501,0
Poland,2014-12,-2.7,0
Portugal,2014-12,-2.71779206,0
Romania,2014-12,-1.35016877,0
Serbia,2014-12,0.16262926,0
Singapore,2014-12,-9.73967684,0
Slovakia,2014-12,-3.54868062,0
Slovenia,2014-12,-0.17366764,0
South Korea,2014-12,-2.13228036,0
Spain,2014-12,-3.63075888,0
Sweden,2014-12,0.0,0
Switzerland,2014-12,-1.68616054,0
Thailand,2014-12,-3.62116992,0
Tunisia,2014-12,4.85436893,0
Ukraine,2014-12,31.8,0
United Kingdom,2014-12,-2.79652845,0
United States,2014-12,0.91491308,0
China,2015-01,-4.3202,0
Armenia,2015-01,7.4,0
Belgium,2015-01,-8.18944844,0
Bosnia and Herzegovina,2015-01,-0.8,0
Bulgaria,2015-01,-3.10058048,0
Canada,2015-01,-2.12765957,0
Chile,2015-01,-7.62043001,0
Colombia,2015-01,3.71926875,0
Croatia,2015-01,-5.6,0
Cyprus,2015-01,-1.73292559,0
Czech Republic,2015-01,-3.47155256,0
Denmark,2015-01,-5.08287293,0
Ecuador,2015-01,3.82822896,0
Egypt,2015-01,-5.32319392,0
Estonia,2015-01,-2.22101351,0
European Union,2015-01,-2.94117647,0
Finland,2015-01,-2.74102079,0
France,2015-01,-2.77777778,0
Georgia,2015-01,4.8333,0
Germany,2015-01,-2.11111111,0
Ghana,2015-01,22.79210093,0
Greece,2015-01,-9.59376464,0
Hungary,2015-01,-1.0,0
Iceland,2015-01,14.239481,0
India,2015-01,-2.46478873,0
Ireland,2015-01,4.0959041,0
Israel,2015-01,-5.69999999,0
Italy,2015-01,-3.11827957,0
Japan,2015-01,0.3,0
Jordan,2015-01,-10.4191005,0
Kazakhstan,2015-01,-13.0,0
Kuwait,2015-01,3.62027353,0
Kyrgyzstan,2015-01,10.88488298,0
Latvia,2015-01,-0.1,0
Lithuania,2015-01,-12.7,0
Luxembourg,2015-01,-1.9996173,0
Malaysia,2015-01,-6.97050938,0
Malta,2015-01,-0.12,0
Mexico,2015-01,2.55803404,0
Moldova,2015-01,4.62570625,0
Mongolia,2015-01,2.6,0
Montenegro,2015-01,0.8,0
Morocco,2015-01,-6.43115942,0
Netherlands,2015-01,-7.53295669,0
North Macedonia,2015-01,-2.42735036,0
Norway,2015-01,-12.42460796,0
Pakistan,2015-01,-2.42389812,0
Paraguay,2015-01,-0.64635272,0
Philippines,2015-01,-3.44218888,0
Poland,2015-01,-2.8,0
Portugal,2015-01,-2.24612464,0
Romania,2015-01,-2.45055355,0
Serbia,2015-01,-0.86791143,0
Singapore,2015-01,-13.19385681,0
Slovakia,2015-01,-4.02193784,0
Slovenia,2015-01,-0.14107434,0
South Korea,2015-01,-3.59358078,0
Spain,2015-01,-2.77951387,0
Sweden,2015-01,0.11074197,0
Switzerland,2015-01,-1.77992153,0
Thailand,2015-01,-5.36540241,0
Tunisia,2015-01,5.11463845,0
Ukraine,2015-01,34.1,0
United Kingdom,2015-01,-3.66088632,0
United States,2015-01,0.0,0
China,2015-02,-4.7976,0
Armenia,2015-02,6.2,0
Belgium,2015-02,-6.96642686,0
Bosnia and Herzegovina,2015-02,-0.6,0
Bulgaria,2015-02,-1.42715241,0
Canada,2015-02,-1.36698212,0
Chile,2015-02,-8.40458432,0
Colombia,2015-02,0.20710366,0
Croatia,2015-02,-4.0,0
Cyprus,2015-02,-1.9328586,0
Czech Republic,2015-02,-3.56798457,0
Denmark,2015-02,-4.8245614,0
Ecuador,2015-02,3.41858861,0
Egypt,2015-02,-2.66666667,0
Estonia,2015-02,-2.02985618,0
European Union,2015-02,-2.18102508,0
Finland,2015-02,-1.79414542,0
France,2015-02,-1.71122995,0
Georgia,2015-02,5.4422,0
Germany,2015-02,-2.0,0
Ghana,2015-02,21.81333333,0
Greece,2015-02,-4.7719203,0
Hungary,2015-02,-3.2,0
Iceland,2015-02,12.098731,0
India,2015-02,-3.52112676,0
Ireland,2015-02,5.20520521,0
Israel,2015-02,-6.03621731,0
Italy,2015-02,-2.58064516,0
Japan,2015-02,0.501002,0
Jordan,2015-02,-11.22256983,0
Kazakhstan,2015-02,-21.4,0
Kuwait,2015-02,3.5483871,0
Kyrgyzstan,2015-02,11.87147962,0
Latvia,2015-02,-0.3,0
Lithuania,2015-02,-10.8,0
Luxembourg,2015-02,-0.66718236,0
Malaysia,2015-02,-7.76014109,0
Malta,2015-02,-1.61,0
Mexico,2015-02,1.93216418,0
Moldova,2015-02,6.20495914,0
Mongolia,2015-02,-6.2,0
Montenegro,2015-02,0.6,0
Morocco,2015-02,-6.27272727,0
Netherlands,2015-02,-6.12052731,0
North Macedonia,2015-02,-3.46378476,0
Norway,2015-02,-9.84204131,0
Pakistan,2015-02,-3.35640466,0
Paraguay,2015-02,-1.01382488,0
Philippines,2015-02,-5.43859649,0
Poland,2015-02,-2.8,0
Portugal,2015-02,-2.3359053,0
Romania,2015-02,-1.78215354,0
Serbia,2015-02,-0.20820696,0
Singapore,2015-02,-11.68395481,0
Slovakia,2015-02,-3.78578024,0
Slovenia,2015-02,0.09808195,0
South Korea,2015-02,-3.64798427,0
Spain,2015-02,-1.55652743,0
Sweden,2015-02,1.67037862,0
Switzerland,2015-02,-2.18746051,0
Thailand,2015-02,-4.89833641,0
Tunisia,2015-02,6.28875111,0
Ukraine,2015-02,41.0,0
United Kingdom,2015-02,-3.55769231,0
United States,2015-02,-0.54495913,0
China,2015-03,-4.5603,0
Armenia,2015-03,5.9,0
Belgium,2015-03,-4.80096502,0
Bosnia and Herzegovina,2015-03,-0.5,0
Bulgaria,2015-03,0.67858911,0
Canada,2015-03,-1.67364017,0
Chile,2015-03,-3.62597208,0
Colombia,2015-03,2.32273839,0
Croatia,2015-03,-2.6,0
Cyprus,2015-03,-4.79102956,0
Czech Republic,2015-03,-2.89855072,0
Denmark,2015-03,-2.21975583,0
Ecuador,2015-03,4.34611008,0
Egypt,2015-03,-3.31439394,0
Estonia,2015-03,-0.63349247,0
European Union,2015-03,-1.53172867,0
Finland,2015-03,-0.85388994,0
France,2015-03,-1.28617363,0
Georgia,2015-03,7.1641,0
Germany,2015-03,-1.67037862,0
Ghana,2015-03,19.23972071,0
Greece,2015-03,-4.36389021,0
Hungary,2015-03,-2.4,0
Iceland,2015-03,15.918684,0
India,2015-03,-3.84951881,0
Ireland,2015-03,9.46626385,0
Israel,2015-03,-5.0,0
Italy,2015-03,-2.37068966,0
Japan,2015-03,0.70140281,0
Jordan,2015-03,-9.86837416,0
Kazakhstan,2015-03,-24.7,0
Kuwait,2015-03,3.46494762,0
Kyrgyzstan,2015-03,2.80926479,0
Latvia,2015-03,-0.3,0
Lithuania,2015-03,-8.9,0
Luxembourg,2015-03,0.06823277,0
Malaysia,2015-03,-8.86742757,0
Malta,2015-03,-1.35,0
Mexico,2015-03,2.64084804,0
Moldova,2015-03,6.151514,0
Mongolia,2015-03,-7.2,0
Montenegro,2015-03,0.5,0
Morocco,2015-03,-5.17711172,0
Netherlands,2015-03,-4.45075758,0
North Macedonia,2015-03,-3.65194211,0
Norway,2015-03,-6.125,0
Pakistan,2015-03,-3.67098176,0
Paraguay,2015-03,-0.83333333,0
Philippines,2015-03,-5.4290718,0
Poland,2015-03,-2.5,0
Portugal,2015-03,-1.29690656,0
Romania,2015-03,-1.1492817,0
Serbia,2015-03,0.6898057,0
Singapore,2015-03,-9.16812807,0
Slovakia,2015-03,-2.86771508,0
Slovenia,2015-03,0.34809094,0
South Korea,2015-03,-3.72811332,0
Spain,2015-03,-1.2596566,0
Sweden,2015-03,2.00668896,0
Switzerland,2015-03,-2.09447899,0
Thailand,2015-03,-4.98614958,0
Tunisia,2015-03,6.54867257,0
Ukraine,2015-03,51.7,0
United Kingdom,2015-03,-3.26923077,0
United States,2015-03,-0.90252708,0
China,2015-04,-4.5725,0
Armenia,2015-04,2.0,0
Belgium,2015-04,-3.83961118,0
Bosnia and Herzegovina,2015-04,-0.5,0
Bulgaria,2015-04,-0.03405924,0
Canada,2015-04,-2.30607966,0
Chile,2015-04,-2.09836066,0
Colombia,2015-04,1.06079151,0
Croatia,2015-04,-3.1,0
Cyprus,2015-04,-4.79102956,0
Czech Republic,2015-04,-2.51207729,0
Denmark,2015-04,-4.53038674,0
Ecuador,2015-04,2.41061306,0
Egypt,2015-04,-2.34741784,0
Estonia,2015-04,-1.29322205,0
European Union,2015-04,-1.20481928,0
Finland,2015-04,-0.28462998,0
France,2015-04,-0.86206897,0
Georgia,2015-04,8.7187,0
Germany,2015-04,-1.44927536,0
Ghana,2015-04,19.46545638,0
Greece,2015-04,-5.06338112,0
Hungary,2015-04,-1.7,0
Iceland,2015-04,14.445125,0
India,2015-04,-3.41805434,0
Ireland,2015-04,9.01803607,0
Israel,2015-04,-4.81927711,0
Italy,2015-04,-2.15982721,0
Japan,2015-04,-2.14216164,0
Jordan,2015-04,-8.42392551,0
Kazakhstan,2015-04,-26.3,0
Kuwait,2015-04,3.28525641,0
Kyrgyzstan,2015-04,8.19480621,0
Latvia,2015-04,-0.6,0
Lithuania,2015-04,-7.6,0
Luxembourg,2015-04,-0.37116624,0
Malaysia,2015-04,-8.84173298,0
Malta,2015-04,-2.04,0
Mexico,2015-04,2.76387602,0
Moldova,2015-04,5.45725669,0
Mongolia,2015-04,8.9,0
Montenegro,2015-04,0.3,0
Morocco,2015-04,-5.09090909,0
Netherlands,2015-04,-3.86427898,0
North Macedonia,2015-04,-3.08023981,0
Norway,2015-04,-5.65326633,0
Pakistan,2015-04,-2.94034359,0
Paraguay,2015-04,0.0,0
Philippines,2015-04,-7.99648506,0
Poland,2015-04,-2.7,0
Portugal,2015-04,-0.56503198,0
Romania,2015-04,-2.82750957,0
Serbia,2015-04,0.96476018,0
Singapore,2015-04,-8.05679232,0
Slovakia,2015-04,-2.87037037,0
Slovenia,2015-04,0.89490342,0
South Korea,2015-04,-3.60591133,0
Spain,2015-04,-0.9249296,0
Sweden,2015-04,2.12527964,0
Switzerland,2015-04,-3.49150943,0
Thailand,2015-04,-5.42778289,0
Tunisia,2015-04,6.33802817,0
Ukraine,2015-04,48.6,0
United Kingdom,2015-04,-3.0798845,0
United States,2015-04,-1.08108108,0
China,2015-05,-4.607,0
Armenia,2015-05,1.6,0
Belgium,2015-05,-2.96476306,0
Bosnia and Herzegovina,2015-05,-0.1,0
Bulgaria,2015-05,0.45873403,0
Canada,2015-05,-1.16033755,0
Chile,2015-05,-1.64840225,0
Colombia,2015-05,1.21602289,0
Croatia,2015-05,-2.4,0
Cyprus,2015-05,-5.36437247,0
Czech Republic,2015-05,-2.12560386,0
Denmark,2015-05,-4.16666667,0
Ecuador,2015-05,2.10426699,0
Egypt,2015-05,-0.28222013,0
Estonia,2015-05,-2.10363355,0
European Union,2015-05,-1.31291028,0
Finland,2015-05,-0.56818182,0
France,2015-05,-0.97402597,0
Georgia,2015-05,8.9565,0
Germany,2015-05,-1.22905028,0
Ghana,2015-05,18.79512074,0
Greece,2015-05,-4.62375227,0
Hungary,2015-05,1.0,0
Iceland,2015-05,12.494022,0
India,2015-05,-2.96167247,0
Ireland,2015-05,6.30630631,0
Israel,2015-05,-4.41767068,0
Italy,2015-05,-1.83783784,0
Japan,2015-05,-2.23300971,0
Jordan,2015-05,-8.73788005,0
Kazakhstan,2015-05,-25.1,0
Kuwait,2015-05,3.53130016,0
Kyrgyzstan,2015-05,5.48155849,0
Latvia,2015-05,-0.1,0
Lithuania,2015-05,-6.4,0
Luxembourg,2015-05,-0.234055,0
Malaysia,2015-05,-9.44741533,0
Malta,2015-05,-2.54,0
Mexico,2015-05,2.34482721,0
Moldova,2015-05,4.45019128,0
Mongolia,2015-05,0.6,0
Montenegro,2015-05,0.5,0
Morocco,2015-05,-2.77777778,0
Netherlands,2015-05,-3.29566855,0
North Macedonia,2015-05,-3.20616418,0
Norway,2015-05,-4.81622307,0
Pakistan,2015-05,-1.79018469,0
Paraguay,2015-05,1.12044818,0
Philippines,2015-05,-7.10479574,0
Poland,2015-05,-2.1,0
Portugal,2015-05,-0.5010661,0
Romania,2015-05,-2.3255814,0
Serbia,2015-05,1.10713629,0
Singapore,2015-05,-8.39931734,0
Slovakia,2015-05,-2.40518039,0
Slovenia,2015-05,0.62125341,0
South Korea,2015-05,-3.53729431,0
Spain,2015-05,-1.41778762,0
Sweden,2015-05,1.32890365,0
Switzerland,2015-05,-4.294153,0
Thailand,2015-05,-4.76190476,0
Tunisia,2015-05,5.39599652,0
Ukraine,2015-05,42.0,0
United Kingdom,2015-05,-2.7938343,0
United States,2015-05,-0.81008101,0
China,2015-06,-4.8135,0
Armenia,2015-06,-1.1,0
Belgium,2015-06,-3.80145278,0
Bosnia and Herzegovina,2015-06,-0.1,0
Bulgaria,2015-06,-0.20434944,0
Canada,2015-06,-0.73761855,0
Chile,2015-06,-3.11630495,0
Colombia,2015-06,3.76796715,0
Croatia,2015-06,-2.1,0
Cyprus,2015-06,-5.3698075,0
Czech Republic,2015-06,-2.31884058,0
Denmark,2015-06,-4.76190476,0
Ecuador,2015-06,3.70193213,0
Egypt,2015-06,-2.268431,0
Estonia,2015-06,-1.68826428,0
European Union,2015-06,-1.53005464,0
Finland,2015-06,-1.22641509,0
France,2015-06,-0.97192225,0
Georgia,2015-06,10.2167,0
Germany,2015-06,-1.34078212,0
Ghana,2015-06,23.11495674,0
Greece,2015-06,-5.66911011,0
Hungary,2015-06,1.5,0
Iceland,2015-06,11.010669,0
India,2015-06,-2.95138889,0
Ireland,2015-06,6.28742515,0
Israel,2015-06,-4.33905146,0
Italy,2015-06,-2.1574973,0
Japan,2015-06,-2.42483026,0
Jordan,2015-06,-7.6263749,0
Kazakhstan,2015-06,-24.1,0
Kuwait,2015-06,3.44,0
Kyrgyzstan,2015-06,6.64210052,0
Latvia,2015-06,-0.3,0
Lithuania,2015-06,-6.9,0
Luxembourg,2015-06,-0.47711782,0
Malaysia,2015-06,-9.1561939,0
Malta,2015-06,-2.34,0
Mexico,2015-06,3.17154418,0
Moldova,2015-06,3.44665477,0
Mongolia,2015-06,-2.7,0
Montenegro,2015-06,0.4,0
Morocco,2015-06,-2.6827012,0
Netherlands,2015-06,-3.47744361,0
North Macedonia,2015-06,-2.75507865,0
