unit,time,y,treat
Bosnia and Herzegovina,2020-07,-0.7,0
Bulgaria,2020-07,-2.17689013,0
Canada,2020-07,-0.50200803,0
Chile,2020-07,9.57846623,0
Colombia,2020-07,-1.00269633,0
Croatia,2020-07,-4.0,0
Cyprus,2020-07,-5.40816327,0
Czech Republic,2020-07,-0.09689922,0
Denmark,2020-07,-2.2172949,0
Ecuador,2020-07,-1.3067119,0
Egypt,2020-07,-7.55619321,0
Estonia,2020-07,-3.35741981,0
European Union,2020-07,-2.90635091,0
Finland,2020-07,-4.97737557,0
France,2020-07,-2.03644159,0
Georgia,2020-07,6.9859,0
Germany,2020-07,-1.62689805,0
Ghana,2020-07,9.2726434,0
Greece,2020-07,-7.93905905,0
Hungary,2020-07,3.4,0
Iceland,2020-07,2.410484,0
India,2020-07,-0.24732069,0
Ireland,2020-07,-10.625,0
Israel,2020-07,-5.69280343,0
Italy,2020-07,-3.43716434,0
Japan,2020-07,-0.99206349,0
Jordan,2020-07,-2.2036725,0
Kazakhstan,2020-07,-13.7,0
Kuwait,2020-07,0.65645514,0
Kyrgyzstan,2020-07,19.97764871,0
Latvia,2020-07,-2.9,0
Lithuania,2020-07,-9.8,0
Luxembourg,2020-07,0.03716097,0
Malaysia,2020-07,-3.5440613,0
Malta,2020-07,1.15,0
Mexico,2020-07,4.48183933,0
Moldova,2020-07,1.86685352,0
Mongolia,2020-07,-8.5,0
Montenegro,2020-07,-0.6,0
Morocco,2020-07,-2.36920039,0
Netherlands,2020-07,-3.62087327,0
North Macedonia,2020-07,-0.41705714,0
Norway,2020-07,-13.36760925,0
Pakistan,2020-07,3.23092456,0
Paraguay,2020-07,3.35515548,0
Philippines,2020-07,-4.82298106,0
Poland,2020-07,-0.6,0
Portugal,2020-07,-4.12863071,0
Romania,2020-07,-0.78992559,0
Serbia,2020-07,-1.86259221,0
Singapore,2020-07,-6.42819355,0
Slovakia,2020-07,-1.03211009,0
Slovenia,2020-07,-0.21070375,0
South Korea,2020-07,-0.76647422,0
Spain,2020-07,-4.87636214,0
Sweden,2020-07,-5.18731988,0
Switzerland,2020-07,-2.00317562,0
Thailand,2020-07,-2.40722166,0
Tunisia,2020-07,3.2809296,0
Ukraine,2020-07,-7.5,0
United Kingdom,2020-07,-1.7288444,0
United States,2020-07,-0.25273799,0
China,2021-06,8.8,1
Armenia,2021-06,15.5,0
Belgium,2021-06,19.16283571,0
Bosnia and Herzegovina,2021-06,4.0,0
Bulgaria,2021-06,13.1634203,0
Canada,2021-06,17.34693878,0
Chile,2021-06,30.09259259,0
Colombia,2021-06,18.17160633,0
Croatia,2021-06,7.2,0
Cyprus,2021-06,6.05738576,0
Czech Republic,2021-06,6.11650485,0
Denmark,2021-06,10.09070295,0
Ecuador,2021-06,1.22424345,0
Egypt,2021-06,18.42385517,0
Estonia,2021-06,9.41845765,0
European Union,2021-06,8.79732739,0
Finland,2021-06,10.94196004,0
France,2021-06,7.36263736,0
Georgia,2021-06,15.6683,0
Germany,2021-06,8.39779006,0
Ghana,2021-06,10.16260163,0
Greece,2021-06,12.57907947,0
Hungary,2021-06,11.6,0
Iceland,2021-06,12.216915,0
India,2021-06,12.07041073,0
Ireland,2021-06,-5.31177829,0
Israel,2021-06,8.91522492,0
Italy,2021-06,9.09090909,0
Japan,2021-06,5.03524673,0
Jordan,2021-06,9.85413851,0
Kazakhstan,2021-06,50.2,0
Kuwait,2021-06,1.52063722,0
Kyrgyzstan,2021-06,19.86421115,0
Latvia,2021-06,12.4,0
Lithuania,2021-06,11.3,0
Luxembourg,2021-06,4.51635406,0
Malaysia,2021-06,11.46560319,0
Malta,2021-06,2.31,0
Mexico,2021-06,5.83493227,0
Moldova,2021-06,7.76653753,0
Mongolia,2021-06,27.0,0
Montenegro,2021-06,1.0,0
Morocco,2021-06,3.85005066,0
Netherlands,2021-06,9.87791343,0
North Macedonia,2021-06,11.07452205,0
Norway,2021-06,37.24035608,0
Pakistan,2021-06,20.85419735,0
Paraguay,2021-06,7.79116466,0
Philippines,2021-06,-1.41081912,0
Poland,2021-06,7.2,0
Portugal,2021-06,8.47107438,0
Romania,2021-06,12.25813927,0
Serbia,2021-06,9.40269834,0
Singapore,2021-06,9.55350491,0
Slovakia,2021-06,5.56844548,0
Slovenia,2021-06,4.83853891,0
South Korea,2021-06,6.57484669,0
Spain,2021-06,15.43962275,0
Sweden,2021-06,9.45674044,0
Switzerland,2021-06,1.70518115,0
Thailand,2021-06,5.47520661,0
Tunisia,2021-06,10.00667111,0
Ukraine,2021-06,39.1,0
United Kingdom,2021-06,4.64252553,0
United States,2021-06,7.56159728,0
China,2021-07,9.0,1
Armenia,2021-07,10.6,0
Belgium,2021-07,19.33563519,0
Bosnia and Herzegovina,2021-07,4.9,0
Bulgaria,2021-07,13.70397876,0
Canada,2021-07,16.0443996,0
Chile,2021-07,27.47497219,0
Colombia,2021-07,18.33347519,0
Croatia,2021-07,7.9,0
Cyprus,2021-07,8.95361381,0
Czech Republic,2021-07,7.75945684,0
Denmark,2021-07,12.01814059,0
Ecuador,2021-07,2.28351833,0
Egypt,2021-07,17.07190895,0
Estonia,2021-07,14.85365186,0
European Union,2021-07,10.64301552,0
Finland,2021-07,14.85714286,0
France,2021-07,8.31509847,0
Georgia,2021-07,15.0947,0
Germany,2021-07,10.03307607,0
Ghana,2021-07,8.5,0
Greece,2021-07,12.9662753,0
Hungary,2021-07,14.8,0
Iceland,2021-07,11.092952,0
India,2021-07,11.57024793,0
Ireland,2021-07,-2.0979021,0
Israel,2021-07,9.2642369,0
Italy,2021-07,11.23470523,0
Japan,2021-07,5.61122244,0
Jordan,2021-07,11.67022046,0
Kazakhstan,2021-07,45.2,0
Kuwait,2021-07,1.8115942,0
Kyrgyzstan,2021-07,11.40844379,0
Latvia,2021-07,15.8,0
Lithuania,2021-07,11.3,0
Luxembourg,2021-07,11.14255972,0
Malaysia,2021-07,11.71797418,0
Malta,2021-07,1.4,0
Mexico,2021-07,5.29769004,0
Moldova,2021-07,7.88195302,0
Mongolia,2021-07,31.4,0
Montenegro,2021-07,0.2,0
Morocco,2021-07,5.46006067,0
Netherlands,2021-07,11.60220994,0
North Macedonia,2021-07,13.26573275,0
Norway,2021-07,43.47181009,0
Pakistan,2021-07,17.26980578,0
Paraguay,2021-07,9.26365796,0
Philippines,2021-07,-0.71213156,0
Poland,2021-07,8.4,0
Portugal,2021-07,8.89417875,0
Romania,2021-07,14.00876991,0
Serbia,2021-07,9.89692927,0
Singapore,2021-07,11.65495838,0
Slovakia,2021-07,7.7636153,0
Slovenia,2021-07,6.16554054,0
South Korea,2021-07,7.37285585,0
Spain,2021-07,15.59946063,0
Sweden,2021-07,13.06990881,0
Switzerland,2021-07,2.07097716,0
Thailand,2021-07,5.03597122,0
Tunisia,2021-07,11.51555261,0
Ukraine,2021-07,42.2,0
United Kingdom,2021-07,5.37037037,0
United States,2021-07,7.95945946,0
China,2021-08,9.5,1
Armenia,2021-08,7.9,0
Belgium,2021-08,19.47343454,0
Bosnia and Herzegovina,2021-08,5.4,0
Bulgaria,2021-08,17.91181881,0
Canada,2021-08,14.48551449,0
Chile,2021-08,29.44139194,0
Colombia,2021-08,17.60958847,0
Croatia,2021-08,9.3,0
Cyprus,2021-08,9.16936354,0
Czech Republic,2021-08,9.3385214,0
Denmark,2021-08,12.92134831,0
Ecuador,2021-08,1.76631991,0
Egypt,2021-08,15.24201854,0
Estonia,2021-08,15.52548489,0
European Union,2021-08,11.75166297,0
Finland,2021-08,15.48630784,0
France,2021-08,9.74808324,0
Georgia,2021-08,16.4005,0
Germany,2021-08,11.35611907,0
Ghana,2021-08,8.12685828,0
Greece,2021-08,13.07474611,0
Hungary,2021-08,14.4,0
Iceland,2021-08,11.360897,0
India,2021-08,11.63934426,0
Ireland,2021-08,-1.42011834,0
Israel,2021-08,10.02159091,0
Italy,2021-08,11.55555556,0
Japan,2021-08,5.70570571,0
Jordan,2021-08,11.78015705,0
Kazakhstan,2021-08,39.2,0
Kuwait,2021-08,1.8102824,0
Kyrgyzstan,2021-08,4.62660522,0
Latvia,2021-08,18.3,0
Lithuania,2021-08,12.3,0
Luxembourg,2021-08,17.7500639,0
Malaysia,2021-08,11.30776794,0
Malta,2021-08,3.88,0
Mexico,2021-08,5.29115174,0
Moldova,2021-08,7.59845338,0
Mongolia,2021-08,18.6,0
Montenegro,2021-08,-0.5,0
Morocco,2021-08,5.5611729,0
Netherlands,2021-08,12.51384275,0
North Macedonia,2021-08,13.44707133,0
Norway,2021-08,49.92679356,0
Pakistan,2021-08,17.1495585,0
Paraguay,2021-08,10.20408163,0
Philippines,2021-08,-0.39107083,0
Poland,2021-08,9.6,0
Portugal,2021-08,9.4531673,0
Romania,2021-08,15.70123714,0
Serbia,2021-08,11.01367651,0
Singapore,2021-08,13.31764533,0
Slovakia,2021-08,9.00692841,0
Slovenia,2021-08,7.66877637,0
South Korea,2021-08,7.406668,0
Spain,2021-08,17.89959594,0
Sweden,2021-08,15.31440162,0
Switzerland,2021-08,2.86312414,0
Thailand,2021-08,4.90296221,0
Tunisia,2021-08,10.06622517,0
Ukraine,2021-08,46.5,0
United Kingdom,2021-08,6.2094532,0
United States,2021-08,8.65400844,0
China,2021-09,10.7,1
Armenia,2021-09,9.9,0
Belgium,2021-09,21.91310524,0
Bosnia and Herzegovina,2021-09,5.8,0
Bulgaria,2021-09,19.98710385,0
Canada,2021-09,15.07936508,0
Chile,2021-09,28.64791289,0
Colombia,2021-09,19.66661054,0
Croatia,2021-09,12.1,0
Cyprus,2021-09,10.02155172,0
Czech Republic,2021-09,9.90291262,0
Denmark,2021-09,19.0529876,0
Ecuador,2021-09,2.26198385,0
Egypt,2021-09,19.0625,0
Estonia,2021-09,19.17783412,0
European Union,2021-09,13.82743363,0
Finland,2021-09,19.02949572,0
France,2021-09,11.13537118,0
Georgia,2021-09,16.7844,0
Germany,2021-09,12.85714286,0
Ghana,2021-09,8.90207715,0
Greece,2021-09,19.93130641,0
Hungary,2021-09,14.0,0
Iceland,2021-09,13.225563,0
India,2021-09,11.79820993,0
Ireland,2021-09,-1.88457008,0
Israel,2021-09,9.47108843,0
Italy,2021-09,13.20754717,0
Japan,2021-09,6.21242485,0
Jordan,2021-09,11.89077682,0
Kazakhstan,2021-09,35.4,0
Kuwait,2021-09,1.8102824,0
Kyrgyzstan,2021-09,4.7411219,0
Latvia,2021-09,21.2,0
Lithuania,2021-09,15.2,0
Luxembourg,2021-09,21.67898947,0
Malaysia,2021-09,12.25296443,0
Malta,2021-09,4.9,0
Mexico,2021-09,6.01780336,0
Moldova,2021-09,7.78986723,0
Mongolia,2021-09,26.9,0
Montenegro,2021-09,0.5,0
Morocco,2021-09,7.68452983,0
Netherlands,2021-09,13.66666667,0
North Macedonia,2021-09,13.32949018,0
Norway,2021-09,57.91726106,0
Pakistan,2021-09,19.60677226,0
Paraguay,2021-09,11.33540373,0
Philippines,2021-09,0.10586498,0
Poland,2021-09,10.3,0
Portugal,2021-09,10.79705436,0
Romania,2021-09,19.16666667,0
Serbia,2021-09,13.11897353,0
Singapore,2021-09,14.35777514,0
Slovakia,2021-09,11.1239861,0
Slovenia,2021-09,8.60339913,0
South Korea,2021-09,7.59115362,0
Spain,2021-09,23.79052077,0
Sweden,2021-09,16.90283401,0
Switzerland,2021-09,2.85684765,0
Thailand,2021-09,5.31697342,0
Tunisia,2021-09,10.5471325,0
Ukraine,2021-09,45.1,0
United Kingdom,2021-09,7.05009276,0
United States,2021-09,8.77506318,0
China,2021-10,13.5,1
Armenia,2021-10,10.8,0
Belgium,2021-10,25.44316997,0
Bosnia and Herzegovina,2021-10,7.0,0
Bulgaria,2021-10,24.0554339,0
Canada,2021-10,16.55104063,0
Chile,2021-10,33.48525469,0
Colombia,2021-10,22.29752343,0
Croatia,2021-10,16.4,0
Cyprus,2021-10,11.45945946,0
Czech Republic,2021-10,11.60541586,0
Denmark,2021-10,22.60273973,0
Ecuador,2021-10,2.85404859,0
Egypt,2021-10,24.81713689,0
Estonia,2021-10,19.01140684,0
European Union,2021-10,17.8807947,0
Finland,2021-10,20.78169685,0
France,2021-10,14.31693989,0
Georgia,2021-10,17.7281,0
Germany,2021-10,16.13611416,0
Ghana,2021-10,10.65088757,0
Greece,2021-10,23.52826074,0
Hungary,2021-10,18.5,0
Iceland,2021-10,17.293251,0
India,2021-10,13.83495146,0
Ireland,2021-10,-2.56709452,0
Israel,2021-10,10.87699316,0
Italy,2021-10,20.3969129,0
Japan,2021-10,8.24120603,0
Jordan,2021-10,10.63062522,0
Kazakhstan,2021-10,41.2,0
Kuwait,2021-10,1.95086705,0
Kyrgyzstan,2021-10,3.40161514,0
Latvia,2021-10,22.4,0
Lithuania,2021-10,16.3,0
Luxembourg,2021-10,22.71884464,0
Malaysia,2021-10,13.22803554,0
Malta,2021-10,5.21,0
Mexico,2021-10,7.06387764,0
Moldova,2021-10,7.66609117,0
Mongolia,2021-10,37.4,0
Montenegro,2021-10,1.5,0
Morocco,2021-10,7.77777778,0
Netherlands,2021-10,16.18625277,0
North Macedonia,2021-10,15.26625606,0
Norway,2021-10,60.95890411,0
Pakistan,2021-10,21.18115461,0
Paraguay,2021-10,12.62509623,0
Philippines,2021-10,0.64156332,0
Poland,2021-10,12.0,0
Portugal,2021-10,12.41879602,0
Romania,2021-10,25.49924968,0
Serbia,2021-10,15.03459051,0
Singapore,2021-10,16.39546081,0
Slovakia,2021-10,13.04849885,0
Slovenia,2021-10,9.15901657,0
South Korea,2021-10,9.14182837,0
Spain,2021-10,31.7863274,0
Sweden,2021-10,16.41490433,0
Switzerland,2021-10,3.13507601,0
Thailand,2021-10,6.93877551,0
Tunisia,2021-10,9.20285159,0
Ukraine,2021-10,57.2,0
United Kingdom,2021-10,8.71177016,0
United States,2021-10,8.86778243,0
China,2021-11,12.9,1
Armenia,2021-11,9.9,0
Belgium,2021-11,27.59098787,0
Bosnia and Herzegovina,2021-11,9.2,0
Bulgaria,2021-11,30.79846361,0
Canada,2021-11,17.01492537,0
Chile,2021-11,32.91958507,0
Colombia,2021-11,25.80726117,0
Croatia,2021-11,16.6,0
Cyprus,2021-11,13.50482315,0
Czech Republic,2021-11,13.50826045,0
Denmark,2021-11,29.28490352,0
Ecuador,2021-11,2.73797822,0
Egypt,2021-11,24.13972888,0
Estonia,2021-11,19.15046151,0
European Union,2021-11,19.71365639,0
Finland,2021-11,21.02272727,0
France,2021-11,16.63066955,0
Georgia,2021-11,17.203,0
Germany,2021-11,16.9769989,0
Ghana,2021-11,13.59605911,0
Greece,2021-11,24.52443336,0
Hungary,2021-11,21.6,0
Iceland,2021-11,20.979417,0
India,2021-11,14.86810552,0
Ireland,2021-11,0.24009604,0
Israel,2021-11,12.41619156,0
Italy,2021-11,22.20994475,0
Japan,2021-11,9.05432596,0
Jordan,2021-11,10.87351367,0
Kazakhstan,2021-11,48.5,0
Kuwait,2021-11,2.1691974,0
Kyrgyzstan,2021-11,3.04715318,0
Latvia,2021-11,23.4,0
Lithuania,2021-11,17.6,0
Luxembourg,2021-11,25.34136498,0
Malaysia,2021-11,12.58470474,0
Malta,2021-11,5.69,0
Mexico,2021-11,8.35248186,0
Moldova,2021-11,15.03832144,0
Mongolia,2021-11,33.1,0
Montenegro,2021-11,2.7,0
Morocco,2021-11,8.28282828,0
Netherlands,2021-11,16.68508287,0
North Macedonia,2021-11,15.74803159,0
Norway,2021-11,58.71559633,0
Pakistan,2021-11,26.96945338,0
Paraguay,2021-11,13.19018405,0
Philippines,2021-11,1.06529631,0
Poland,2021-11,13.6,0
Portugal,2021-11,14.15718157,0
Romania,2021-11,31.0206422,0
Serbia,2021-11,16.7,0
Singapore,2021-11,19.75764484,0
Slovakia,2021-11,15.29548088,0
Slovenia,2021-11,9.89786248,0
South Korea,2021-11,9.83409954,0
Spain,2021-11,32.20767421,0
Sweden,2021-11,17.78894472,0
Switzerland,2021-11,3.38707802,0
Thailand,2021-11,8.48670757,0
Tunisia,2021-11,9.45595855,0
Ukraine,2021-11,60.7,0
United Kingdom,2021-11,9.32594645,0
United States,2021-11,9.88264878,0
China,2021-12,10.3,1
Armenia,2021-12,9.0,0
Belgium,2021-12,28.74642244,0
Bosnia and Herzegovina,2021-12,8.5,0
Bulgaria,2021-12,30.39524767,0
Canada,2021-12,15.76885406,0
Chile,2021-12,32.58843831,0
Colombia,2021-12,26.54918991,0
Croatia,2021-12,16.0,0
Cyprus,2021-12,14.13276231,0
Czech Republic,2021-12,13.19107662,0
Denmark,2021-12,33.18335208,0
Ecuador,2021-12,1.72342066,0
Egypt,2021-12,18.50912779,0
Estonia,2021-12,24.65070748,0
European Union,2021-12,21.57721796,0
Finland,2021-12,23.24273664,0
France,2021-12,17.21925134,0
Georgia,2021-12,20.3472,0
Germany,2021-12,20.10869565,0
Ghana,2021-12,14.70588235,0
Greece,2021-12,29.35503354,0
Hungary,2021-12,22.3,0
Iceland,2021-12,18.901004,0
India,2021-12,14.27432217,0
Ireland,2021-12,4.50563204,0
Israel,2021-12,10.97619048,0
Italy,2021-12,22.85714286,0
Japan,2021-12,8.61723447,0
Jordan,2021-12,10.15284972,0
Kazakhstan,2021-12,46.1,0
Kuwait,2021-12,2.23665224,0
Kyrgyzstan,2021-12,4.93763596,0
Latvia,2021-12,25.1,0
Lithuania,2021-12,16.3,0
Luxembourg,2021-12,26.33265355,0
Malaysia,2021-12,9.99048525,0
Malta,2021-12,6.5,0
Mexico,2021-12,9.30400359,0
Moldova,2021-12,16.13693119,0
Mongolia,2021-12,35.2,0
Montenegro,2021-12,3.4,0
Morocco,2021-12,11.18951613,0
Netherlands,2021-12,16.00877193,0
North Macedonia,2021-12,15.75787644,0
Norway,2021-12,68.77419355,0
Pakistan,2021-12,26.23673142,0
Paraguay,2021-12,13.4762634,0
Philippines,2021-12,0.3621763,0
Poland,2021-12,14.4,0
Portugal,2021-12,15.01084599,0
Romania,2021-12,32.07611281,0
Serbia,2021-12,14.7,0
Singapore,2021-12,18.90900616,0
Slovakia,2021-12,15.20737327,0
Slovenia,2021-12,10.59839865,0
South Korea,2021-12,8.96469655,0
Spain,2021-12,35.17804805,0
Sweden,2021-12,19.68190855,0
Switzerland,2021-12,3.1454,0
Thailand,2021-12,7.74719674,0
Tunisia,2021-12,9.79883193,0
Ukraine,2021-12,62.2,0
United Kingdom,2021-12,9.47562098,0
United States,2021-12,10.00335008,0
China,2022-01,9.1,1
Armenia,2022-01,9.0,0
Belgium,2022-01,31.4019314,0
Bosnia and Herzegovina,2022-01,10.6,0
Bulgaria,2022-01,32.13949345,0
Canada,2022-01,16.2991371,0
Chile,2022-01,31.15201091,0
Colombia,2022-01,29.71409954,0
Croatia,2022-01,17.1,0
Cyprus,2022-01,13.39001063,0
Czech Republic,2022-01,19.44444444,0
Denmark,2022-01,30.88071349,0
Ecuador,2022-01,4.01062474,0
Egypt,2022-01,19.91062562,0
Estonia,2022-01,26.62372044,0
European Union,2022-01,24.70334412,0
Finland,2022-01,23.10536044,0
France,2022-01,20.40169133,0
Georgia,2022-01,16.1974,0
Germany,2022-01,22.93676313,0
Ghana,2022-01,16.71415005,0
Greece,2022-01,31.57192623,0
Hungary,2022-01,22.3,0
Iceland,2022-01,17.756171,0
India,2022-01,13.67588933,0
Ireland,2022-01,5.52147239,0
Israel,2022-01,11.7,0
Italy,2022-01,32.97180043,0
Japan,2022-01,9.17248255,0
Jordan,2022-01,9.9334806,0
Kazakhstan,2022-01,39.7,0
Kuwait,2022-01,2.16138329,0
Kyrgyzstan,2022-01,7.15529758,0
Latvia,2022-01,27.0,0
Lithuania,2022-01,17.7,0
Luxembourg,2022-01,30.7386735,0
Malaysia,2022-01,9.23507463,0
Malta,2022-01,5.71,0
Mexico,2022-01,8.75360248,0
Moldova,2022-01,18.97277559,0
Mongolia,2022-01,24.2,0
Montenegro,2022-01,5.6,0
Morocco,2022-01,13.78269618,0
Netherlands,2022-01,18.04511278,0
North Macedonia,2022-01,13.30414582,0
Norway,2022-01,58.13953488,0
Pakistan,2022-01,23.95623005,0
Paraguay,2022-01,15.80152672,0
Philippines,2022-01,4.00133287,0
Poland,2022-01,16.1,0
Portugal,2022-01,14.39482338,0
Romania,2022-01,40.43001219,0
Serbia,2022-01,12.5,0
Singapore,2022-01,18.0317598,0
Slovakia,2022-01,20.94361335,0
Slovenia,2022-01,12.25792945,0
South Korea,2022-01,8.90545312,0
Spain,2022-01,36.05556795,0
Sweden,2022-01,19.29133858,0
Switzerland,2022-01,3.46426204,0
Thailand,2022-01,8.70445344,0
Tunisia,2022-01,10.10807374,0
Ukraine,2022-01,69.1,0
United Kingdom,2022-01,10.2283105,0
United States,2022-01,10.06947891,0
China,2022-02,8.8,1
Armenia,2022-02,12.3,0
Belgium,2022-02,29.85107077,0
Bosnia and Herzegovina,2022-02,11.8,0
Bulgaria,2022-02,31.84303573,0
Canada,2022-02,16.01489758,0
Chile,2022-02,29.4195142,0
Colombia,2022-02,30.97877732,0
Croatia,2022-02,17.2,0
Cyprus,2022-02,13.60759494,0
Czech Republic,2022-02,21.3130352,0
Denmark,2022-02,31.20879121,0
Ecuador,2022-02,5.96644133,0
Egypt,2022-02,24.3972999,0
Estonia,2022-02,26.25971531,0
European Union,2022-02,24.83940043,0
Finland,2022-02,21.98001817,0
France,2022-02,20.0,0
Georgia,2022-02,17.0491,0
Germany,2022-02,23.59192349,0
Ghana,2022-02,21.3878327,0
Greece,2022-02,33.56693727,0
Hungary,2022-02,22.4,0
Iceland,2022-02,20.905102,0
India,2022-02,13.42701015,0
Ireland,2022-02,3.52822581,0
Israel,2022-02,12.80788177,0
Italy,2022-02,32.68608414,0
Japan,2022-02,9.52380952,0
Jordan,2022-02,9.68403388,0
Kazakhstan,2022-02,39.1,0
Kuwait,2022-02,2.16138329,0
Kyrgyzstan,2022-02,7.40300777,0
Latvia,2022-02,25.1,0
Lithuania,2022-02,18.1,0
Luxembourg,2022-02,29.17327298,0
Malaysia,2022-02,9.74264706,0
Malta,2022-02,6.45,0
Mexico,2022-02,8.69768933,0
Moldova,2022-02,19.34138417,0
Mongolia,2022-02,48.4,0
Montenegro,2022-02,5.9,0
Morocco,2022-02,14.34302909,0
Netherlands,2022-02,18.2010582,0
North Macedonia,2022-02,12.9506156,0
Norway,2022-02,53.19396051,0
Pakistan,2022-02,23.61376673,0
Paraguay,2022-02,16.8445122,0
Philippines,2022-02,4.35841443,0
Poland,2022-02,16.1,0
Portugal,2022-02,16.25501372,0
Romania,2022-02,41.38650846,0
Serbia,2022-02,13.4,0
Singapore,2022-02,18.36441894,0
Slovakia,2022-02,28.08219178,0
Slovenia,2022-02,16.49677554,0
South Korea,2022-02,8.5311284,0
Spain,2022-02,41.36929084,0
Sweden,2022-02,18.91367604,0
Switzerland,2022-02,3.92402996,0
Thailand,2022-02,9.36555891,0
Tunisia,2022-02,9.60202148,0
Ukraine,2022-02,53.5,0
United Kingdom,2022-02,10.61705989,0
United States,2022-02,10.40278917,0
China,2022-03,8.3,1
Armenia,2022-03,12.5,0
Belgium,2022-03,35.05242885,0
Bosnia and Herzegovina,2022-03,16.0,0
Bulgaria,2022-03,35.68146151,0
Canada,2022-03,18.13186813,0
Chile,2022-03,25.15554855,0
Colombia,2022-03,33.5961048,0
Croatia,2022-03,19.5,0
Cyprus,2022-03,16.47549531,0
Czech Republic,2022-03,24.67166979,0
Denmark,2022-03,35.37117904,0
Ecuador,2022-03,4.81043352,0
Egypt,2022-03,34.15442918,0
Estonia,2022-03,30.32105678,0
European Union,2022-03,29.87288136,0
Finland,2022-03,25.60429722,0
France,2022-03,24.68879668,0
Georgia,2022-03,19.3172,0
Germany,2022-03,28.31578947,0
Ghana,2022-03,34.64955577,0
Greece,2022-03,46.18810703,0
Hungary,2022-03,25.9,0
Iceland,2022-03,27.105792,0
India,2022-03,14.62663587,0
Ireland,2022-03,6.35721493,0
Israel,2022-03,13.07692308,0
Italy,2022-03,36.89839572,0
Japan,2022-03,9.52848723,0
Jordan,2022-03,7.55103334,0
Kazakhstan,2022-03,47.1,0
Kuwait,2022-03,2.15827338,0
Kyrgyzstan,2022-03,24.85585836,0
Latvia,2022-03,28.0,0
Lithuania,2022-03,23.1,0
Luxembourg,2022-03,30.97520035,0
Malaysia,2022-03,11.58759124,0
Malta,2022-03,6.99,0
Mexico,2022-03,8.58998456,0
Moldova,2022-03,19.80894915,0
Mongolia,2022-03,58.9,0
Montenegro,2022-03,6.5,0
Morocco,2022-03,14.34262948,0
Netherlands,2022-03,20.9157128,0
North Macedonia,2022-03,17.17283143,0
Norway,2022-03,79.30232558,0
Pakistan,2022-03,23.78172433,0
Paraguay,2022-03,18.4532925,0
Philippines,2022-03,5.3870606,0
Poland,2022-03,21.9,0
Portugal,2022-03,19.65420269,0
Romania,2022-03,48.34473027,0
Serbia,2022-03,17.0,0
Singapore,2022-03,19.19327001,0
Slovakia,2022-03,27.6523702,0
Slovenia,2022-03,17.85899699,0
South Korea,2022-03,9.02878044,0
Spain,2022-03,46.97807668,0
Sweden,2022-03,23.89635317,0
Switzerland,2022-03,4.1080111,0
Thailand,2022-03,11.44278607,0
Tunisia,2022-03,11.30517024,0
Ukraine,2022-03,51.4,0
United Kingdom,2022-03,13.65280289,0
United States,2022-03,11.65934959,0
China,2022-04,8.0,1
Armenia,2022-04,9.4,0
Belgium,2022-04,35.97844463,0
Bosnia and Herzegovina,2022-04,20.3,0
Bulgaria,2022-04,39.73024032,0
Canada,2022-04,17.04035874,0
Chile,2022-04,26.94676124,0
Colombia,2022-04,34.56034285,0
Croatia,2022-04,21.9,0
Cyprus,2022-04,18.36099585,0
Czech Republic,2022-04,26.62942272,0
Denmark,2022-04,37.81148429,0
Ecuador,2022-04,7.04636759,0
Egypt,2022-04,32.5070159,0
Estonia,2022-04,31.82405096,0
European Union,2022-04,30.39832285,0
Finland,2022-04,28.07486631,0
France,2022-04,25.0780437,0
Georgia,2022-04,15.3992,0
Germany,2022-04,30.65693431,0
Ghana,2022-04,31.39866794,0
Greece,2022-04,48.77496298,0
Hungary,2022-04,28.8,0
Iceland,2022-04,29.617565,0
India,2022-04,15.37878788,0
Ireland,2022-04,7.89473684,0
Israel,2022-04,16.61891117,0
Italy,2022-04,35.374868,0
Japan,2022-04,10.19417476,0
Jordan,2022-04,5.90736247,0
Kazakhstan,2022-04,41.3,0
Kuwait,2022-04,2.22861251,0
Kyrgyzstan,2022-04,13.17205338,0
Latvia,2022-04,29.3,0
Lithuania,2022-04,28.0,0
Luxembourg,2022-04,36.45884313,0
Malaysia,2022-04,10.95022624,0
Malta,2022-04,4.7,0
Mexico,2022-04,8.96381604,0
Moldova,2022-04,25.33830065,0
Mongolia,2022-04,44.8,0
Montenegro,2022-04,10.4,0
Morocco,2022-04,14.95049505,0
Netherlands,2022-04,23.56557377,0
North Macedonia,2022-04,19.70419992,0
Norway,2022-04,66.31823461,0
Pakistan,2022-04,28.14677767,0
Paraguay,2022-04,18.48739496,0
Philippines,2022-04,6.33492342,0
Poland,2022-04,24.1,0
Portugal,2022-04,20.25108047,0
Romania,2022-04,44.30746141,0
Serbia,2022-04,18.0,0
Singapore,2022-04,17.78823477,0
Slovakia,2022-04,34.52914798,0
Slovenia,2022-04,20.36521201,0
South Korea,2022-04,9.74446987,0
Spain,2022-04,44.52999989,0
Sweden,2022-04,23.58490566,0
Switzerland,2022-04,4.51499773,0
Thailand,2022-04,12.75964392,0
Tunisia,2022-04,11.35101789,0
Ukraine,2022-04,48.2,0
United Kingdom,2022-04,16.47164716,0
United States,2022-04,11.16572808,0
China,2022-05,6.4,1
Armenia,2022-05,5.0,0
Belgium,2022-05,33.84951154,0
Bosnia and Herzegovina,2022-05,24.0,0
Bulgaria,2022-05,37.73154111,0
Canada,2022-05,15.59233449,0
