state,year,month,all_births,white_births,black_births,hisp_births,private_births,medicaid_births,married_births,unmarried_births,fbhisp_births,nbhisp_births,under20_births,age2035_births,age35plus_births,monthcode,year_mth
New Hampshire,2019,April,995,849,26,56,695,226,697,298,34,22,22,779,194,0.25,2019.25
New Hampshire,2019,May,1020,867,15,61,717,237,717,303,26,35,26,797,197,0.33,2019.33
New Hampshire,2019,June,986,851,18,57,697,222,688,297,23,34,22,764,200,0.42,2019.42
New Hampshire,2019,July,1095,938,21,74,763,255,759,336,39,35,20,878,197,0.5,2019.5
New Hampshire,2019,August,1098,956,22,68,785,234,745,353,34,34,29,857,212,0.58,2019.58
New Hampshire,2019,September,1009,855,32,59,695,224,682,327,24,35,16,797,196,0.67,2019.67
New Hampshire,2019,October,1055,903,25,61,721,244,714,341,29,32,29,811,215,0.75,2019.75
New Hampshire,2019,November,907,759,20,69,619,220,627,280,40,29,18,709,180,0.83,2019.83
New Hampshire,2019,December,943,773,25,83,600,263,614,329,47,36,20,748,175,0.92,2019.92
New Hampshire,2020,January,911,777,20,64,616,235,575,336,24,40,28,693,190,0,2020
New Hampshire,2020,February,857,748,17,48,569,220,556,301,30,18,21,658,178,0.08,2020.08
New Hampshire,2020,March,1018,866,25,69,703,246,698,320,27,42,25,789,204,0.17,2020.17
New Hampshire,2020,April,985,830,22,77,703,213,708,277,37,40,18,774,193,0.25,2020.25
New Hampshire,2020,May,1010,851,19,76,696,246,680,329,29,47,24,773,213,0.33,2020.33
New Hampshire,2020,June,1007,874,20,56,731,221,706,301,29,27,26,774,207,0.42,2020.42
New Hampshire,2020,July,1163,1022,23,65,808,278,800,362,34,31,24,892,247,0.5,2020.5
New Hampshire,2020,August,1054,900,25,65,720,256,706,348,28,37,31,816,207,0.58,2020.58
New Hampshire,2020,September,1012,855,22,80,719,229,689,323,36,44,25,788,199,0.67,2020.67
New Hampshire,2020,October,1018,875,15,72,719,225,709,309,43,29,29,756,233,0.75,2020.75
New Hampshire,2020,November,894,765,24,57,614,225,621,273,32,24,13,695,186,0.83,2020.83
New Hampshire,2020,December,862,712,24,68,545,255,557,305,37,30,10,692,160,0.92,2020.92
New Hampshire,2021,January,838,717,31,51,571,211,564,273,19,32,18,651,169,0,2021
New Hampshire,2021,February,944,824,20,49,645,238,639,305,22,27,25,726,193,0.08,2021.08
New Hampshire,2021,March,994,851,26,69,698,231,694,300,29,40,21,752,221,0.17,2021.17
New Hampshire,2021,April,1084,945,17,83,751,251,736,347,45,38,27,828,229,0.25,2021.25
New Hampshire,2021,May,1098,949,22,70,789,230,763,335,27,43,18,853,227,0.33,2021.33
New Hampshire,2021,June,1134,991,18,65,801,250,777,357,29,36,18,887,229,0.42,2021.42
New Hampshire,2021,July,1185,1013,25,84,835,253,824,361,38,46,19,933,233,0.5,2021.5
New Hampshire,2021,August,1181,1000,25,96,837,263,837,344,47,49,19,901,261,0.58,2021.58
New Hampshire,2021,September,1104,954,28,73,773,251,764,340,43,30,15,842,247,0.67,2021.67
New Hampshire,2021,October,1095,942,17,68,765,237,784,311,37,31,22,826,247,0.75,2021.75
New Hampshire,2021,November,1021,872,25,71,724,231,715,306,40,31,12,760,249,0.83,2021.83
New Hampshire,2021,December,947,790,20,81,655,244,616,331,38,43,15,736,196,0.92,2021.92
New Hampshire,2022,January,883,756,15,55,637,200,646,236,21,34,15,670,198,0,2022
New Hampshire,2022,February,895,768,25,57,628,206,629,266,35,22,13,673,209,0.08,2022.08
New Hampshire,2022,March,984,835,21,65,708,204,693,291,27,38,21,718,245,0.17,2022.17
New Hampshire,2022,April,967,828,15,73,693,208,692,275,32,41,18,713,236,0.25,2022.25
New Hampshire,2022,May,1059,896,22,82,762,223,743,316,40,42,10,814,235,0.33,2022.33
New Hampshire,2022,June,1017,873,28,60,753,200,716,301,20,40,14,770,233,0.42,2022.42
New Hampshire,2022,July,1138,982,32,70,820,259,824,314,40,30,21,837,280,0.5,2022.5
New Hampshire,2022,August,1082,953,18,66,793,215,757,323,40,26,16,828,238,0.58,2022.58
New Hampshire,2022,September,1061,881,17,89,750,229,746,315,40,49,14,813,234,0.67,2022.67
New Hampshire,2022,October,1003,841,21,69,703,224,716,287,35,34,15,766,222,0.75,2022.75
New Hampshire,2022,November,990,847,29,61,695,216,675,315,30,31,NA,760,221,0.83,2022.83
New Hampshire,2022,December,998,858,24,65,709,223,698,299,35,30,20,762,216,0.92,2022.92
New Jersey,2016,January,8180,3602,1192,2237,4776,2658,5182,2998,1497,740,280,5996,1904,0,2016
New Jersey,2016,February,7920,3478,1128,2147,4695,2579,5089,2831,1380,767,234,5833,1853,0.08,2016.08
New Jersey,2016,March,8505,3930,1128,2257,5236,2531,5579,2926,1487,770,272,6211,2022,0.17,2016.17
New Jersey,2016,April,8118,3770,982,2187,4973,2424,5375,2743,1425,762,214,6004,1900,0.25,2016.25
New Jersey,2016,May,8704,4059,1112,2333,5330,2555,5788,2916,1508,825,231,6429,2044,0.33,2016.33
New Jersey,2016,June,8766,3969,1166,2398,5424,2492,5739,3027,1596,802,268,6411,2087,0.42,2016.42
New Jersey,2016,July,9137,4170,1252,2474,5571,2766,6001,3136,1592,881,264,6671,2202,0.5,2016.5
New Jersey,2016,August,9006,4176,1132,2496,5438,2846,6052,2954,1642,854,270,6546,2190,0.58,2016.58
New Jersey,2016,September,8862,3956,1214,2463,5294,2842,5805,3057,1647,815,259,6510,2093,0.67,2016.67
New Jersey,2016,October,8540,3722,1172,2358,5115,2725,5623,2917,1569,789,273,6192,2075,0.75,2016.75
New Jersey,2016,November,8352,3589,1181,2333,4955,2671,5405,2947,1511,821,260,6065,2027,0.83,2016.83
New Jersey,2016,December,8557,3655,1211,2400,4989,2845,5505,3052,1562,838,262,6229,2066,0.92,2016.92
New Jersey,2017,January,8020,3495,1191,2147,4682,2632,5168,2851,1446,701,263,5776,1981,0,2017
New Jersey,2017,February,7509,3331,1032,2077,4418,2439,4840,2669,1352,725,231,5483,1795,0.08,2017.08
New Jersey,2017,March,8496,3871,1119,2251,5051,2695,5611,2883,1468,783,242,6281,1973,0.17,2017.17
New Jersey,2017,April,7782,3549,1074,2055,4669,2405,5196,2583,1325,730,231,5638,1913,0.25,2017.25
New Jersey,2017,May,8531,3986,1089,2246,5183,2567,5770,2759,1479,767,204,6212,2115,0.33,2017.33
New Jersey,2017,June,8652,4020,1125,2316,5240,2510,5779,2871,1495,821,230,6266,2156,0.42,2017.42
New Jersey,2017,July,8920,4125,1131,2460,5523,2520,5942,2978,1584,876,235,6430,2255,0.5,2017.5
New Jersey,2017,August,9175,4114,1295,2483,5571,2805,5994,3180,1594,889,241,6677,2257,0.58,2017.58
New Jersey,2017,September,8735,3902,1130,2415,5254,2780,5754,2978,1499,916,252,6351,2132,0.67,2017.67
New Jersey,2017,October,8640,3959,1145,2344,5250,2654,5696,2944,1530,814,268,6255,2117,0.75,2017.75
New Jersey,2017,November,8502,3843,1141,2296,5210,2571,5726,2774,1548,747,228,6140,2134,0.83,2017.83
New Jersey,2017,December,8288,3630,1212,2264,4926,2616,5418,2870,1441,823,239,6015,2034,0.92,2017.92
New Jersey,2018,January,8205,3622,1204,2224,4877,2539,5303,2900,1413,811,251,5866,2088,0,2018
New Jersey,2018,February,7468,3286,1080,2069,4469,2342,4767,2701,1356,712,228,5336,1904,0.08,2018.08
New Jersey,2018,March,8515,3852,1249,2214,5284,2536,5653,2861,1411,802,244,6155,2116,0.17,2018.17
New Jersey,2018,April,8157,3705,1104,2232,4955,2448,5446,2710,1385,847,247,5793,2117,0.25,2018.25
New Jersey,2018,May,8648,3941,1165,2307,5360,2534,5839,2808,1427,880,205,6220,2223,0.33,2018.33
New Jersey,2018,June,8619,3847,1144,2377,5196,2557,5793,2826,1565,812,219,6239,2161,0.42,2018.42
New Jersey,2018,July,8820,4044,1102,2451,5334,2681,5856,2961,1583,868,242,6403,2175,0.5,2018.5
New Jersey,2018,August,9270,4222,1230,2577,5614,2870,6167,3100,1631,946,254,6601,2415,0.58,2018.58
New Jersey,2018,September,8624,3852,1186,2396,5224,2674,5666,2958,1526,870,268,6214,2142,0.67,2018.67
New Jersey,2018,October,8650,3924,1154,2306,5302,2648,5774,2875,1487,819,224,6175,2251,0.75,2018.75
New Jersey,2018,November,8062,3601,1113,2152,4914,2492,5419,2640,1380,772,233,5645,2184,0.83,2018.83
New Jersey,2018,December,8185,3604,1155,2292,4793,2644,5318,2864,1473,819,225,5863,2097,0.92,2018.92
New Jersey,2019,January,8018,3585,1119,2211,4802,2549,5254,2764,1406,805,210,5806,2002,0,2019
New Jersey,2019,February,7358,3312,1018,2050,4424,2298,4817,2541,1313,737,244,5255,1859,0.08,2019.08
New Jersey,2019,March,7990,3583,1083,2163,4948,2392,5344,2646,1333,830,224,5785,1981,0.17,2019.17
New Jersey,2019,April,8069,3748,1071,2185,5042,2350,5446,2622,1371,814,230,5779,2060,0.25,2019.25
New Jersey,2019,May,8456,3949,1110,2255,5313,2381,5776,2678,1439,816,196,6071,2189,0.33,2019.33
New Jersey,2019,June,8354,3914,1059,2300,5181,2316,5634,2719,1495,805,236,5970,2148,0.42,2019.42
New Jersey,2019,July,8803,4180,1158,2365,5358,2510,5908,2894,1476,888,219,6331,2253,0.5,2019.5
New Jersey,2019,August,9109,4205,1223,2486,5605,2712,6036,3071,1580,906,269,6513,2327,0.58,2019.58
New Jersey,2019,September,8785,3870,1194,2552,5243,2762,5717,3068,1640,912,248,6367,2170,0.67,2019.67
New Jersey,2019,October,8556,3796,1146,2440,5199,2577,5667,2886,1521,919,216,6144,2196,0.75,2019.75
New Jersey,2019,November,7989,3602,1114,2166,4846,2470,5290,2699,1384,782,201,5647,2141,0.83,2019.83
New Jersey,2019,December,8098,3624,1099,2270,4917,2530,5269,2826,1482,788,232,5727,2139,0.92,2019.92
New Jersey,2020,January,8161,3685,1118,2305,4978,2516,5356,2803,1412,893,228,5766,2167,0,2020
New Jersey,2020,February,7555,3359,1045,2193,4686,2244,4958,2596,1416,777,188,5381,1986,0.08,2020.08
New Jersey,2020,March,8174,3602,1091,2310,5077,2367,5415,2758,1476,834,219,5715,2240,0.17,2020.17
New Jersey,2020,April,7849,3626,1060,2115,5022,2150,5263,2585,1349,766,193,5543,2113,0.25,2020.25
New Jersey,2020,May,8398,3926,1101,2253,5461,2180,5636,2762,1394,858,189,5919,2290,0.33,2020.33
New Jersey,2020,June,8446,3933,1097,2267,5429,2184,5663,2783,1414,853,203,5903,2340,0.42,2020.42
New Jersey,2020,July,8719,4061,1165,2352,5499,2362,5736,2982,1467,885,212,6172,2335,0.5,2020.5
New Jersey,2020,August,8657,3976,1069,2481,5496,2288,5685,2972,1550,931,216,6064,2377,0.58,2020.58
New Jersey,2020,September,8652,4012,1113,2407,5513,2416,5755,2894,1496,911,238,6211,2203,0.67,2020.67
New Jersey,2020,October,7943,3593,994,2247,4966,2251,5202,2741,1420,827,212,5576,2155,0.75,2020.75
New Jersey,2020,November,7784,3476,1044,2185,4857,2308,5113,2669,1379,806,199,5555,2030,0.83,2020.83
New Jersey,2020,December,7616,3460,1054,2090,4623,2445,4928,2688,1285,805,185,5553,1878,0.92,2020.92
New Jersey,2021,January,7189,3340,1000,1918,4514,2126,4659,2529,1170,748,160,5192,1837,0,2021
New Jersey,2021,February,7377,3512,951,1947,4593,2255,4913,2463,1174,773,163,5245,1969,0.08,2021.08
New Jersey,2021,March,8447,3971,1023,2306,5415,2434,5728,2718,1441,865,206,5937,2304,0.17,2021.17
New Jersey,2021,April,8376,3948,1022,2270,5422,2403,5651,2724,1387,883,200,5866,2310,0.25,2021.25
New Jersey,2021,May,8337,4019,971,2343,5325,2438,5615,2722,1424,919,187,5906,2244,0.33,2021.33
New Jersey,2021,June,8852,4152,1030,2488,5805,2450,5897,2955,1516,972,184,6183,2485,0.42,2021.42
New Jersey,2021,July,9161,4232,1155,2508,5985,2471,6133,3026,1498,1010,206,6457,2498,0.5,2021.5
New Jersey,2021,August,9210,4361,1133,2530,5838,2585,6148,3058,1544,985,227,6400,2583,0.58,2021.58
New Jersey,2021,September,9024,4105,1179,2617,5639,2667,6019,3003,1630,987,198,6409,2417,0.67,2021.67
New Jersey,2021,October,8783,4071,1145,2464,5477,2630,5806,2975,1507,956,176,6070,2537,0.75,2021.75
New Jersey,2021,November,8297,3741,1091,2337,5224,2468,5529,2766,1510,827,202,5752,2343,0.83,2021.83
New Jersey,2021,December,8444,3866,1122,2415,5168,2648,5537,2904,1537,878,180,5848,2416,0.92,2021.92
New Jersey,2022,January,8154,3741,1061,2356,4927,2639,5362,2792,1462,893,169,5693,2292,0,2022
New Jersey,2022,February,7739,3557,1035,2187,4806,2390,5132,2606,1394,791,178,5375,2186,0.08,2022.08
New Jersey,2022,March,8661,4018,1102,2422,5445,2573,5828,2829,1530,892,177,6077,2407,0.17,2022.17
New Jersey,2022,April,8192,3856,1039,2297,5208,2388,5533,2657,1451,844,202,5682,2308,0.25,2022.25
New Jersey,2022,May,8332,3913,938,2433,5291,2434,5580,2750,1519,913,166,5800,2366,0.33,2022.33
New Jersey,2022,June,8638,4027,1049,2572,5464,2525,5782,2854,1684,888,175,6056,2407,0.42,2022.42
New Jersey,2022,July,9114,4258,1078,2706,5733,2575,6121,2991,1730,976,211,6319,2584,0.5,2022.5
New Jersey,2022,August,9298,4199,1238,2711,5838,2731,6199,3098,1733,978,214,6432,2652,0.58,2022.58
New Jersey,2022,September,8580,3986,1016,2483,5345,2545,5761,2819,1604,878,223,5949,2408,0.67,2022.67
New Jersey,2022,October,8716,4002,1089,2554,5369,2672,5812,2903,1688,865,194,6029,2493,0.75,2022.75
New Jersey,2022,November,8695,3897,1107,2558,5353,2704,5724,2968,1619,939,208,6019,2468,0.83,2022.83
New Jersey,2022,December,8774,3902,1159,2652,5270,2836,5665,3108,1724,928,201,6031,2542,0.92,2022.92
New Mexico,2016,January,2063,560,35,1137,534,1213,986,1077,256,881,170,1629,264,0,2016
New Mexico,2016,February,1987,561,38,1077,562,1114,944,1043,247,830,191,1561,235,0.08,2016.08
New Mexico,2016,March,2053,608,26,1126,601,1126,1005,1048,245,881,182,1608,263,0.17,2016.17
New Mexico,2016,April,1945,541,22,1064,540,1087,969,976,251,810,147,1551,247,0.25,2016.25
New Mexico,2016,May,2023,617,26,1096,598,1106,1033,990,252,841,171,1639,213,0.33,2016.33
New Mexico,2016,June,2070,587,24,1141,633,1134,1024,1046,278,862,158,1635,277,0.42,2016.42
New Mexico,2016,July,2149,622,32,1165,626,1203,1069,1080,241,924,179,1691,279,0.5,2016.5
New Mexico,2016,August,2230,615,32,1261,651,1226,1084,1146,294,964,182,1764,284,0.58,2016.58
New Mexico,2016,September,2130,598,41,1180,647,1164,1045,1085,257,922,166,1681,283,0.67,2016.67
New Mexico,2016,October,2090,579,28,1195,563,1187,1026,1064,254,940,151,1658,281,0.75,2016.75
New Mexico,2016,November,1976,559,22,1084,594,1099,972,1004,237,847,180,1540,256,0.83,2016.83
New Mexico,2016,December,1976,557,28,1113,532,1130,914,1062,269,843,162,1555,259,0.92,2016.92
New Mexico,2017,January,1990,514,29,1136,589,1083,931,1058,237,898,154,1561,275,0,2017
New Mexico,2017,February,1838,549,26,990,526,1019,873,965,218,772,168,1418,252,0.08,2017.08
New Mexico,2017,March,2046,582,31,1150,617,1103,1029,1017,227,921,181,1593,272,0.17,2017.17
New Mexico,2017,April,1828,514,31,986,555,999,907,921,222,764,146,1438,244,0.25,2017.25
New Mexico,2017,May,1954,581,21,1073,614,1026,989,964,215,858,148,1578,228,0.33,2017.33
New Mexico,2017,June,1960,503,39,1128,553,1102,931,1029,203,924,158,1546,256,0.42,2017.42
New Mexico,2017,July,2123,563,35,1196,568,1246,1006,1117,246,950,173,1690,260,0.5,2017.5
New Mexico,2017,August,2166,589,38,1240,604,1248,1010,1154,271,968,181,1694,291,0.58,2017.58
New Mexico,2017,September,2097,597,40,1182,609,1188,1018,1079,240,938,152,1648,297,0.67,2017.67
New Mexico,2017,October,2005,525,33,1150,530,1184,950,1055,234,916,155,1567,283,0.75,2017.75
New Mexico,2017,November,1877,478,30,1070,500,1096,924,952,229,840,140,1465,272,0.83,2017.83
New Mexico,2017,December,1883,527,34,1061,516,1056,904,976,229,832,157,1475,251,0.92,2017.92
New Mexico,2018,January,1877,514,27,1047,536,1036,896,981,250,793,149,1455,273,0,2018
New Mexico,2018,February,1740,511,38,918,494,952,851,889,187,731,131,1380,229,0.08,2018.08
New Mexico,2018,March,1856,558,30,975,515,1014,903,953,223,751,126,1491,239,0.17,2018.17
New Mexico,2018,April,1775,521,37,979,540,949,894,880,197,781,138,1407,230,0.25,2018.25
New Mexico,2018,May,1972,561,40,1087,566,1079,951,1020,232,853,158,1528,286,0.33,2018.33
New Mexico,2018,June,1813,512,29,994,525,954,916,896,221,772,146,1395,272,0.42,2018.42
New Mexico,2018,July,2041,558,30,1148,607,1062,996,1044,237,910,153,1619,269,0.5,2018.5
New Mexico,2018,August,2079,564,32,1171,619,1085,1025,1053,251,919,147,1622,310,0.58,2018.58
New Mexico,2018,September,2115,563,30,1198,681,1041,1034,1079,249,948,156,1665,294,0.67,2018.67
New Mexico,2018,October,1986,559,31,1108,674,985,969,1016,245,862,138,1587,261,0.75,2018.75
New Mexico,2018,November,1859,518,31,1048,556,1009,881,978,230,818,135,1449,275,0.83,2018.83
New Mexico,2018,December,1926,511,32,1110,520,1076,930,996,231,878,166,1488,272,0.92,2018.92
New Mexico,2019,January,1882,513,27,1052,493,1068,880,1002,197,855,143,1489,250,0,2019
New Mexico,2019,February,1624,437,27,891,436,930,783,841,173,718,126,1278,220,0.08,2019.08
New Mexico,2019,March,1840,519,31,1003,562,1006,912,927,206,797,120,1456,264,0.17,2019.17
New Mexico,2019,April,1856,512,26,1041,582,975,951,903,224,817,146,1457,253,0.25,2019.25
New Mexico,2019,May,1954,527,32,1090,596,1043,977,976,226,863,142,1556,256,0.33,2019.33
New Mexico,2019,June,1892,523,32,1046,585,991,941,951,242,802,137,1471,284,0.42,2019.42
New Mexico,2019,July,2048,571,34,1150,633,1140,982,1066,214,934,140,1627,281,0.5,2019.5
New Mexico,2019,August,2115,544,25,1262,671,1093,1001,1113,271,991,137,1689,289,0.58,2019.58
New Mexico,2019,September,2028,528,39,1130,660,1080,984,1044,218,911,152,1579,297,0.67,2019.67
New Mexico,2019,October,1978,527,20,1141,646,1066,944,1034,230,910,147,1552,279,0.75,2019.75
New Mexico,2019,November,1896,523,33,1070,556,1035,924,972,242,828,155,1452,289,0.83,2019.83
New Mexico,2019,December,1847,494,29,1048,579,960,860,987,218,830,134,1456,257,0.92,2019.92
New Mexico,2020,January,1816,478,20,1051,519,1022,825,990,192,857,125,1435,256,0,2020
New Mexico,2020,February,1722,470,38,989,529,931,801,920,209,780,120,1366,236,0.08,2020.08
New Mexico,2020,March,1861,553,36,1000,566,1008,876,985,195,805,139,1456,266,0.17,2020.17
New Mexico,2020,April,1756,490,31,966,532,936,823,933,190,774,131,1366,259,0.25,2020.25
New Mexico,2020,May,1818,509,43,982,567,951,894,924,195,787,110,1462,246,0.33,2020.33
New Mexico,2020,June,1783,491,40,1014,549,954,910,873,196,818,138,1380,265,0.42,2020.42
New Mexico,2020,July,1943,477,31,1141,579,1044,893,1049,234,906,116,1533,294,0.5,2020.5
New Mexico,2020,August,1999,536,27,1123,583,1072,925,1073,217,905,128,1559,312,0.58,2020.58
New Mexico,2020,September,1931,473,31,1121,575,1060,871,1059,222,899,147,1489,295,0.67,2020.67
New Mexico,2020,October,1870,477,33,1104,546,1049,863,1007,198,905,118,1487,265,0.75,2020.75
New Mexico,2020,November,1647,452,33,931,515,897,787,860,164,765,104,1301,242,0.83,2020.83
New Mexico,2020,December,1757,466,40,984,520,984,777,978,165,819,120,1395,242,0.92,2020.92
New Mexico,2021,January,1671,465,25,966,497,935,790,881,193,771,99,1324,248,0,2021
New Mexico,2021,February,1573,449,25,887,522,835,753,820,164,723,94,1225,254,0.08,2021.08
New Mexico,2021,March,1729,508,33,941,574,939,808,920,164,777,99,1374,256,0.17,2021.17
New Mexico,2021,April,1734,470,32,995,531,957,828,906,171,823,101,1353,280,0.25,2021.25
New Mexico,2021,May,1732,457,27,997,578,906,856,876,179,818,116,1359,257,0.33,2021.33
New Mexico,2021,June,1828,466,32,1071,631,948,891,937,202,869,119,1413,296,0.42,2021.42
New Mexico,2021,July,1877,505,27,1113,590,1020,876,1001,207,906,140,1437,300,0.5,2021.5
New Mexico,2021,August,1863,520,37,1058,620,978,881,982,193,864,105,1473,285,0.58,2021.58
New Mexico,2021,September,1910,535,30,1094,621,1023,900,1009,198,895,126,1466,318,0.67,2021.67
New Mexico,2021,October,1818,446,35,1067,525,1017,872,946,218,849,113,1399,306,0.75,2021.75
New Mexico,2021,November,1793,464,32,1056,525,982,864,929,211,845,108,1385,300,0.83,2021.83
New Mexico,2021,December,1863,469,37,1109,608,964,870,993,200,909,119,1463,281,0.92,2021.92
New Mexico,2022,January,1728,451,25,1027,517,988,808,918,191,835,121,1321,286,0,2022
New Mexico,2022,February,1580,427,29,907,467,884,739,841,182,722,107,1208,265,0.08,2022.08
New Mexico,2022,March,1812,475,32,1068,496,1012,845,966,208,859,127,1418,267,0.17,2022.17
New Mexico,2022,April,1699,424,35,991,484,951,836,863,209,782,108,1323,268,0.25,2022.25
New Mexico,2022,May,1769,464,26,1027,517,958,828,941,195,830,121,1398,250,0.33,2022.33
New Mexico,2022,June,1729,470,37,977,525,938,811,918,199,775,113,1352,264,0.42,2022.42
New Mexico,2022,July,2028,530,36,1171,578,1125,959,1069,238,932,142,1601,285,0.5,2022.5
New Mexico,2022,August,2018,481,39,1185,618,1047,995,1023,250,934,116,1589,313,0.58,2022.58
New Mexico,2022,September,1827,481,37,1053,575,988,871,954,215,838,110,1423,294,0.67,2022.67
New Mexico,2022,October,1822,441,22,1083,540,999,860,962,212,870,102,1429,291,0.75,2022.75
New Mexico,2022,November,1799,440,38,1058,540,990,845,954,211,845,116,1413,270,0.83,2022.83
New Mexico,2022,December,1803,447,47,1070,504,1013,834,969,207,861,108,1407,288,0.92,2022.92
New York,2016,January,19131,8919,2878,4549,8849,9309,11446,7685,2740,1809,694,14136,4301,0,2016
New York,2016,February,18190,8652,2661,4279,8519,8887,10962,7228,2589,1690,690,13425,4075,0.08,2016.08
New York,2016,March,19086,9087,2797,4446,9235,9006,11680,7406,2697,1749,664,14089,4333,0.17,2016.17
New York,2016,April,19073,9287,2639,4345,9313,9013,11897,7176,2600,1743,645,14055,4373,0.25,2016.25
New York,2016,May,19891,9755,2746,4492,9944,9111,12581,7310,2699,1792,631,14678,4582,0.33,2016.33
New York,2016,June,19591,9677,2732,4408,9687,9064,12297,7294,2621,1786,594,14563,4434,0.42,2016.42
New York,2016,July,20547,10015,2902,4657,9910,9735,12598,7949,2855,1800,690,15211,4646,0.5,2016.5
New York,2016,August,21163,10096,3030,4999,10055,10153,13023,8140,2986,2013,726,15544,4893,0.58,2016.58
New York,2016,September,20068,9404,3046,4642,9432,9735,12328,7740,2823,1819,696,14872,4500,0.67,2016.67
New York,2016,October,19542,9040,2946,4552,9250,9446,12044,7498,2720,1832,725,14293,4524,0.75,2016.75
New York,2016,November,18680,8672,2752,4321,8691,9127,11514,7166,2639,1682,639,13584,4457,0.83,2016.83
New York,2016,December,19321,8778,3037,4532,8811,9599,11773,7548,2738,1794,695,14062,4564,0.92,2016.92
New York,2017,January,18577,8738,2899,4334,8389,9305,11289,7285,2685,1648,633,13416,4528,0,2017
New York,2017,February,17235,8309,2547,4113,7917,8497,10496,6736,2456,1656,637,12496,4102,0.08,2017.08
New York,2017,March,19007,9210,2825,4470,8894,9224,11765,7239,2691,1778,626,13892,4489,0.17,2017.17
New York,2017,April,18288,9182,2623,4087,8889,8514,11441,6845,2448,1639,590,13362,4336,0.25,2017.25
New York,2017,May,19249,9738,2688,4292,9316,8998,12276,6968,2582,1710,610,14192,4447,0.33,2017.33
New York,2017,June,19498,9884,2763,4416,9492,9027,12293,7203,2628,1787,628,14217,4653,0.42,2017.42
New York,2017,July,20266,10004,3020,4665,9618,9613,12605,7659,2728,1935,637,14921,4708,0.5,2017.5
New York,2017,August,20511,10184,2977,4709,9712,9674,12639,7871,2809,1899,678,14850,4983,0.58,2017.58
New York,2017,September,19843,9480,3027,4633,9032,9737,12268,7573,2811,1821,645,14631,4567,0.67,2017.67
New York,2017,October,19657,9275,2861,4633,9123,9546,12261,7393,2817,1815,640,14207,4810,0.75,2017.75
New York,2017,November,18981,8983,2902,4336,8807,9164,11773,7203,2611,1725,586,13679,4716,0.83,2017.83
New York,2017,December,18625,8703,2930,4424,8473,9354,11368,7253,2670,1754,638,13430,4557,0.92,2017.92
New York,2018,January,19056,9083,2848,4424,8668,9567,11785,7268,2621,1802,640,13666,4750,0,2018
New York,2018,February,16744,8023,2565,3889,7693,8341,10257,6483,2322,1566,518,12139,4087,0.08,2018.08
New York,2018,March,18703,9125,2778,4227,8723,9225,11524,7174,2568,1659,630,13474,4599,0.17,2018.17
New York,2018,April,18012,8829,2592,4184,8738,8565,11319,6690,2492,1691,534,13038,4440,0.25,2018.25
New York,2018,May,19546,9831,2756,4386,9595,9146,12474,7070,2562,1824,605,14134,4807,0.33,2018.33
New York,2018,June,19355,9692,2729,4327,9542,9024,12241,7107,2529,1798,545,14054,4756,0.42,2018.42
New York,2018,July,19656,9808,2771,4441,9565,9275,12392,7258,2537,1904,610,14199,4847,0.5,2018.5
New York,2018,August,20301,10067,2949,4655,9858,9605,12691,7604,2663,1991,608,14801,4892,0.58,2018.58
New York,2018,September,18891,9191,2830,4400,9121,8956,11794,7097,2596,1803,574,13823,4494,0.67,2018.67
New York,2018,October,19243,9351,2873,4438,9132,9260,12090,7150,2618,1817,568,13868,4807,0.75,2018.75
New York,2018,November,18338,8886,2705,4185,8754,8843,11456,6877,2493,1691,498,13109,4731,0.83,2018.83
New York,2018,December,18393,8954,2749,4199,8576,9024,11402,6989,2453,1744,574,13281,4538,0.92,2018.92
New York,2019,January,18289,8817,2820,4192,8446,9010,11276,7011,2510,1682,618,13016,4655,0,2019
New York,2019,February,16294,7860,2454,3787,7671,7843,10006,6286,2232,1554,472,11722,4100,0.08,2019.08
New York,2019,March,17907,8922,2576,4037,8495,8606,11035,6868,2313,1724,545,12964,4398,0.17,2019.17
New York,2019,April,17965,9033,2598,3882,8858,8324,11382,6580,2242,1640,489,13045,4431,0.25,2019.25
New York,2019,May,18780,9544,2617,4122,9231,8626,12050,6728,2351,1770,551,13465,4764,0.33,2019.33
New York,2019,June,18556,9566,2522,4037,9346,8314,11907,6641,2295,1740,505,13514,4537,0.42,2019.42
New York,2019,July,19834,10092,2848,4398,9837,9083,12552,7278,2496,1900,611,14201,5022,0.5,2019.5
New York,2019,August,20043,9783,2834,4668,9768,9361,12522,7517,2705,1963,616,14444,4983,0.58,2019.58
New York,2019,September,19146,9330,2739,4530,9247,9012,11834,7306,2670,1856,632,13887,4627,0.67,2019.67
New York,2019,October,18858,9242,2735,4221,9019,8956,11796,7059,2506,1715,577,13432,4849,0.75,2019.75
New York,2019,November,17695,8471,2683,4094,8470,8400,10975,6717,2322,1771,535,12667,4493,0.83,2019.83
New York,2019,December,18172,8621,2649,4355,8564,8851,11106,7058,2598,1755,513,12941,4718,0.92,2019.92
New York,2020,January,17981,8747,2685,4106,8485,8643,11109,6868,2377,1725,460,12937,4584,0,2020
New York,2020,February,16693,8134,2521,3833,8095,7754,10217,6473,2150,1683,465,11916,4312,0.08,2020.08
New York,2020,March,17746,8767,2606,3911,8816,8078,11143,6598,2163,1744,494,12756,4496,0.17,2020.17
New York,2020,April,17164,8633,2492,3855,8626,7758,10902,6259,2185,1665,473,12315,4376,0.25,2020.25
